DATE,ERI_PREC,ERI_EVAP,ERI_RUNO
1972-06-01,116.9,36.6,61.8
1972-07-01,70.2,44.4,43.3
1972-08-01,87.8,81.2,21.1
1972-09-01,125.1,133.4,57.2
1972-10-01,63.6,186.3,52.4
1972-11-01,108.7,119.3,157.4
1972-12-01,89.3,79.6,143.2
1973-01-01,41.8,49.7,89.6
1973-02-01,43.5,34.3,62.1
1973-03-01,119.1,6.1,247.1
1973-04-01,70.3,13.8,111.6
1973-05-01,95,21.2,84
1973-06-01,121.6,24,91.1
1973-07-01,73.9,70.7,41.1
1973-08-01,55.8,92.2,22.9
1973-09-01,45.2,175.8,10.3
1973-10-01,93.5,160.6,16.1
1973-11-01,84.7,153.9,50.1
1973-12-01,89.2,107.8,92.9
1974-01-01,70.8,28.3,176.4
1974-02-01,59.6,35.2,94.2
1974-03-01,100.6,21.6,193.1
1974-04-01,86.3,6.2,135.4
1974-05-01,109.3,18.8,105.6
1974-06-01,103.2,35.6,32.5
1974-07-01,49.9,68.7,21.5
1974-08-01,57.7,96.3,13.8
1974-09-01,68.5,166.7,12.9
1974-10-01,37.3,158.1,13.3
1974-11-01,122.1,123,53.2
1974-12-01,78.5,78.8,88.7
1975-01-01,87,38,124.9
1975-02-01,79.4,30.6,142.1
1975-03-01,80,28,133.6
1975-04-01,52.5,19.7,84.4
1975-05-01,61.4,-0.6,62.5
1975-06-01,107.1,19.6,67.6
1975-07-01,59.3,78.1,19.1
1975-08-01,196.6,103.4,34.9
1975-09-01,91.4,171.2,54.6
1975-10-01,44.5,155.5,27.3
1975-11-01,67.4,120.5,31.4
1975-12-01,107.5,108.4,101.4
1976-01-01,79.6,48.3,88.3
1976-02-01,89.7,10.8,259.4
1976-03-01,123.2,11.6,189.9
1976-04-01,65,13.3,66.8
1976-05-01,81.7,25.9,57.8
1976-06-01,95.2,22.6,25.8
1976-07-01,111.2,70.7,37.8
1976-08-01,62.4,120.2,19.5
1976-09-01,118.1,163.5,20.5
1976-10-01,76.6,201.7,28.3
1976-11-01,37.3,140.8,26.5
1976-12-01,45.9,68.6,24.3
1977-01-01,47.1,19.5,12.8
1977-02-01,42.4,12,59.3
1977-03-01,98,8.6,197.9
1977-04-01,117.2,1.3,133
1977-05-01,42.2,2.6,43.6
1977-06-01,87.7,29.5,15.8
1977-07-01,118.5,63.6,37
1977-08-01,151.9,109.6,39.5
1977-09-01,187.5,135.4,77.2
1977-10-01,52.4,200.2,46.9
1977-11-01,99.7,139.5,62.2
1977-12-01,114.5,95.5,215.8
1978-01-01,96.6,32.7,59.1
1978-02-01,13.6,8.2,28.7
1978-03-01,61.1,11.8,289.9
1978-04-01,76.5,3.5,185.2
1978-05-01,82.2,-3.3,67
1978-06-01,76.8,9.2,28.1
1978-07-01,38.5,51.6,21.5
1978-08-01,72.8,74,11.8
1978-09-01,94.2,135.3,12.9
1978-10-01,100,181.5,18
1978-11-01,50.2,128.7,16.7
1978-12-01,76.2,94.7,42
1979-01-01,83.5,40.8,66.7
1979-02-01,38,12.1,48.8
1979-03-01,65.2,10.9,212.3
1979-04-01,108.2,2.9,177.5
1979-05-01,93.4,5.7,69.6
1979-06-01,65,27.5,27.6
1979-07-01,58.5,43.5,29.8
1979-08-01,99.9,110.5,41.3
1979-09-01,92.2,135.3,44.4
1979-10-01,86.1,191.6,34.2
1979-11-01,111.7,124.1,71.9
1979-12-01,98.4,92,135.9
1980-01-01,34.1,52.2,62.7
1980-02-01,31.8,29.7,39.3
1980-03-01,97.2,14.9,182.4
1980-04-01,83.7,1,139.2
1980-05-01,66.5,5.2,47.6
1980-06-01,112.5,38.4,76.9
1980-07-01,134.8,48.9,36.3
1980-08-01,129.5,80.3,52
1980-09-01,106.9,175.1,26.8
1980-10-01,90.9,240.4,27.7
1980-11-01,42.9,140.1,25.1
1980-12-01,59.2,84.8,47.2
1981-01-01,27.5,31,25.9
1981-02-01,89.3,12.6,182.7
1981-03-01,34,16.3,55.1
1981-04-01,123.2,0.8,101
1981-05-01,66.5,10.8,75.5
1981-06-01,133.8,25.6,151.7
1981-07-01,108.9,69.9,34
1981-08-01,89,98.8,24.6
1981-09-01,143.6,183.6,85.7
1981-10-01,91.1,185.9,84.3
1981-11-01,48.7,131.3,57
1981-12-01,68.4,97,72.7
1982-01-01,83.1,49.8,88.9
1982-02-01,41.3,12.1,106.5
1982-03-01,85.3,13.2,316.1
1982-04-01,49.3,13.1,138.9
1982-05-01,73.7,-3.4,51.2
1982-06-01,112.6,24.2,58.2
1982-07-01,56.6,50.7,36.8
1982-08-01,64.7,125.3,14.1
1982-09-01,100.2,119.9,16.5
1982-10-01,45.1,166.1,15.4
1982-11-01,159.2,143.3,93.8
1982-12-01,95.8,94.2,164.6
1983-01-01,29.6,60,47.3
1983-02-01,27,31.9,58.7
1983-03-01,61.9,27.9,72.9
1983-04-01,95.5,23.7,133.9
1983-05-01,107.3,32.4,137
1983-06-01,83,31.7,37.7
1983-07-01,118.2,72.5,37.5
1983-08-01,88.4,113.5,25.7
1983-09-01,79.3,196.1,16.4
1983-10-01,93,200.6,28.1
1983-11-01,116.1,138.2,113.1
1983-12-01,105.2,122.1,144.2
1984-01-01,35.9,28,34.2
1984-02-01,68.9,14.8,172.1
1984-03-01,65.8,23.8,183.4
1984-04-01,68.6,2.5,153.3
1984-05-01,122.8,17.9,113.1
1984-06-01,86.4,22.2,46.8
1984-07-01,58.7,66.4,21.4
1984-08-01,83.9,100.8,17.9
1984-09-01,98.3,152.9,20.7
1984-10-01,38.3,111,19.5
1984-11-01,75.2,181.4,53
1984-12-01,92.7,91.1,92.6
1985-01-01,56.9,65.9,78.6
1985-02-01,82.5,16,165.3
1985-03-01,117.6,10.3,197.2
1985-04-01,38.9,5.4,134.5
1985-05-01,71.3,14.4,28.9
1985-06-01,68.8,45.1,32.6
1985-07-01,86.3,64.7,20.9
1985-08-01,96,104.2,18.6
1985-09-01,58.3,143.3,21.3
1985-10-01,99.8,178.1,32.7
1985-11-01,215.8,128.4,184.3
1985-12-01,61.4,144.6,104.6
1986-01-01,34.2,30,74.8
1986-02-01,50.8,16.4,126.8
1986-03-01,40.9,11.2,171.5
1986-04-01,55.1,1.3,66.2
1986-05-01,73.3,0,50.9
1986-06-01,110.6,27.3,82.2
1986-07-01,59.3,44.2,59.8
1986-08-01,62,132.6,25.2
1986-09-01,96.8,99.3,55.2
1986-10-01,83.5,179.8,110.3
1986-11-01,48.7,162.3,62.8
1986-12-01,65.7,83.6,108.6
1987-01-01,37.3,50,47.7
1987-02-01,8.6,28.3,39.1
1987-03-01,49,21.3,90.2
1987-04-01,40.2,6.9,109.6
1987-05-01,32,11.3,32.3
1987-06-01,81.9,39.7,40
1987-07-01,56.6,62.9,59.9
1987-08-01,122.3,145.1,23.2
1987-09-01,61.4,128.1,24.8
1987-10-01,64.7,214.1,29.1
1987-11-01,49.2,121.1,33.6
1987-12-01,57.8,90.5,107.5
1988-01-01,24.1,49.2,45.9
1988-02-01,42.9,29.5,88
1988-03-01,33.8,17.9,94
1988-04-01,48.4,3.9,74.2
1988-05-01,32.7,6.6,27.4
1988-06-01,15.4,45.1,8.5
1988-07-01,62.1,36.9,10.4
1988-08-01,57.8,120.3,12.8
1988-09-01,48.1,149,13.4
1988-10-01,90.9,233.7,27.6
1988-11-01,66.4,107.8,72.9
1988-12-01,43.5,93.7,48.7
1989-01-01,32.1,32.8,88
1989-02-01,23.9,38.3,41.5
1989-03-01,50.6,18.5,68.2
1989-04-01,45.5,5.4,109.2
1989-05-01,112.5,3.9,107.6
1989-06-01,98.5,21,128.8
1989-07-01,68.8,58.8,40.4
1989-08-01,51.1,101.3,13.5
1989-09-01,82.1,165.1,21.3
1989-10-01,71.9,170.8,18.4
1989-11-01,79.2,171,47.5
1989-12-01,49.4,84.5,20.8
1990-01-01,57.5,14.9,116.6
1990-02-01,104.4,20.6,199.9
1990-03-01,34.7,16.4,99.9
1990-04-01,71.8,8.5,103.9
1990-05-01,111.7,21,107.3
1990-06-01,60.9,28,42.1
1990-07-01,79,64,58.4
1990-08-01,115.5,93.7,36.8
1990-09-01,147.9,175.8,63.5
1990-10-01,95,188.5,94.3
1990-11-01,67.5,127.1,62.9
1990-12-01,159.3,100.1,230.8
1991-01-01,46.1,54.9,140.4
1991-02-01,33,22.8,103.3
1991-03-01,66.6,15.1,115
1991-04-01,90.6,6.7,120.7
1991-05-01,64.7,13.6,41
1991-06-01,24.8,47.4,34.4
1991-07-01,43.5,99.5,12.7
1991-08-01,74.7,110.9,12.9
1991-09-01,42.6,216.6,9.1
1991-10-01,84.3,169.4,23.3
1991-11-01,67.3,154.9,28.1
1991-12-01,50,88.3,39
1992-01-01,48.5,42.2,55.7
1992-02-01,47.5,19.5,81.5
1992-03-01,57.9,28.1,101.4
1992-04-01,85.6,8,127
1992-05-01,43.8,24.2,43.6
1992-06-01,50.9,45.1,32
1992-07-01,143.9,65.9,110.3
1992-08-01,104.3,104.5,60.6
1992-09-01,123.4,149.8,104.7
1992-10-01,55.6,191,50.9
1992-11-01,110.1,129,209.9
1992-12-01,52.2,95,88.3
1993-01-01,70,45.4,228.4
1993-02-01,33.8,37.7,37.4
1993-03-01,55.3,19.5,219
1993-04-01,60.8,1.4,153.4
1993-05-01,29.7,7,34.9
1993-06-01,86.5,19.3,63.5
1993-07-01,47.4,57.9,37.9
1993-08-01,39.1,87.9,10.8
1993-09-01,90.1,209.2,18.3
1993-10-01,61,188.8,22
1993-11-01,70.3,124.3,63.4
1993-12-01,41.2,91.1,57.7
1994-01-01,55.5,39.2,53.9
1994-02-01,27.8,12.2,90.6
1994-03-01,51.3,10.9,119.8
1994-04-01,80.7,-0.1,156.2
1994-05-01,32.5,2.3,42.7
1994-06-01,96.5,14.2,33.8
1994-07-01,50.2,46.6,30.3
1994-08-01,93.6,103.9,28.7
1994-09-01,41.8,136.7,11.3
1994-10-01,38.5,170.6,13.4
1994-11-01,57.1,167.7,26.8
1994-12-01,50.1,81.8,48.7
1995-01-01,74.9,63.8,110.6
1995-02-01,21.4,39.3,34
1995-03-01,27.1,8.5,107.6
1995-04-01,55.7,11,112
1995-05-01,57.7,8.5,54.2
1995-06-01,35.4,15.6,41.1
1995-07-01,54.1,58.8,29.9
1995-08-01,53.9,107.7,28.2
1995-09-01,29.1,190,8.2
1995-10-01,85.9,200.3,21.8
1995-11-01,70.6,171.1,80.3
1995-12-01,26.7,87.9,36.3
1996-01-01,47.6,35.1,131.9
1996-02-01,26.3,12.6,80.5
1996-03-01,34,19.4,114.6
1996-04-01,88.2,1.6,144.2
1996-05-01,57.4,6.4,163.7
1996-06-01,110.2,11.9,97.2
1996-07-01,102.3,80.9,28.1
1996-08-01,33.1,91.1,17.9
1996-09-01,218.4,175.5,41.4
1996-10-01,94.8,178.3,46.9
1996-11-01,81.3,161.8,76.5
1996-12-01,81.6,75.2,149
1997-01-01,55.9,55.1,83.9
1997-02-01,79,14.6,164.5
1997-03-01,95.4,18.6,195.9
1997-04-01,45.4,10.1,66.8
1997-05-01,119.6,19.3,116.7
1997-06-01,110.7,10.3,127.9
1997-07-01,58.5,76.2,44.6
1997-08-01,89.9,112.8,30.7
1997-09-01,78,153.3,33.7
1997-10-01,51.2,191.4,20.2
1997-11-01,61.6,143.1,40.9
1997-12-01,57.9,72.7,83.9
1998-01-01,92,32.6,164.6
1998-02-01,46.7,18.3,112.5
1998-03-01,86.8,31.2,155.6
1998-04-01,110.3,20.2,132.3
1998-05-01,45,17.5,57.9
1998-06-01,59.1,46.1,41.1
1998-07-01,80.5,101.6,38.4
1998-08-01,83.1,111.4,68.1
1998-09-01,37.1,162.4,12.1
1998-10-01,41.3,207.5,12.1
1998-11-01,40.8,152.8,13
1998-12-01,43.8,120.2,16.2
1999-01-01,97.9,49.8,115
1999-02-01,42.4,19.5,60.2
1999-03-01,43,26.6,95.2
1999-04-01,95.9,11.9,124.8
1999-05-01,55.9,28.4,31.7
1999-06-01,59.2,46.4,29.1
1999-07-01,58.9,71,14.8
1999-08-01,67.8,156.1,9.8
1999-09-01,70.3,183.6,11
1999-10-01,58.3,212.7,14.9
1999-11-01,65,133.7,33.8
1999-12-01,47.2,110.1,43
2000-01-01,33.1,50.9,37.3
2000-02-01,35.2,16.4,72.7
2000-03-01,38.1,11,51.3
2000-04-01,102.9,18.6,105.2
2000-05-01,97,25.9,90.5
2000-06-01,126.9,40,118.2
2000-07-01,92,87.2,43.6
2000-08-01,87.5,114,46.3
2000-09-01,64,204.1,37.7
2000-10-01,53.3,145.7,32.6
2000-11-01,53.6,181.1,33.1
2000-12-01,57.3,103.1,67.7
2001-01-01,26.3,20,36.1
2001-02-01,38.6,20.3,157.6
2001-03-01,30.8,14.5,74.4
2001-04-01,54.8,-0.4,101.9
2001-05-01,73.5,13.8,67.4
2001-06-01,51.6,21.3,42
2001-07-01,22.5,94.1,12.3
2001-08-01,60.9,115.4,11.8
2001-09-01,70.4,176.7,14.6
2001-10-01,100.8,195.1,87.9
2001-11-01,66.8,88,32.5
2001-12-01,58.5,119,108.8
2002-01-01,48.2,46.9,47.3
2002-02-01,43.3,43.1,122.7
2002-03-01,56.8,38.5,115.1
2002-04-01,98.2,24.1,159.8
2002-05-01,92.8,38.2,122
2002-06-01,39.7,28.4,34.6
2002-07-01,50.4,89.7,14.2
2002-08-01,23.7,122.7,11.9
2002-09-01,74.6,145.6,11
2002-10-01,46.3,222.5,11.1
2002-11-01,75.9,152.7,27
2002-12-01,50.4,94.5,48.3
2003-01-01,26.8,17.7,44.8
2003-02-01,36.3,7.6,32.3
2003-03-01,42.4,6.6,145.8
2003-04-01,50.7,1.7,95.1
2003-05-01,98,-4.6,136.5
2003-06-01,55.4,12.1,64.1
2003-07-01,74.9,56.8,84.2
2003-08-01,51.6,94.4,44.5
2003-09-01,127.9,166.2,51.5
2003-10-01,57.6,175.1,49.6
2003-11-01,82.3,129.6,84.1
2003-12-01,70.5,101.4,131.2
2004-01-01,55.1,52.9,78
2004-02-01,18.8,15,58.4
2004-03-01,85,9.4,162.7
2004-04-01,68.2,7.8,87.8
2004-05-01,158.8,20.4,157.5
2004-06-01,63.6,58.3,113.3
2004-07-01,119,76.3,33.3
2004-08-01,67,117.7,42.4
2004-09-01,44.6,175.3,48.6
2004-10-01,54.8,155.3,18.9
2004-11-01,62,96.9,60.4
2004-12-01,69.7,99.7,108.3
2005-01-01,82.6,40.3,292.8
2005-02-01,40.6,15.4,142.8
2005-03-01,21.5,14.5,94.3
2005-04-01,79.1,3.2,153.1
2005-05-01,32.3,13.8,41.3
2005-06-01,54.9,18.8,19.4
2005-07-01,93.4,73.6,24.6
2005-08-01,98.9,109.2,16.5
2005-09-01,97.3,145.4,31
2005-10-01,52.4,189.1,29.4
2005-11-01,85,163,57.9
2005-12-01,48.4,95,82.4
2006-01-01,58.7,24.3,153.1
2006-02-01,47.8,40.3,115.3
2006-03-01,57.7,21.8,98.5
2006-04-01,58.3,10.9,61.4
2006-05-01,97.9,21.6,101.5
2006-06-01,86.4,34.1,64
2006-07-01,146.8,62.3,68.2
2006-08-01,80.1,134.3,23.6
2006-09-01,126.4,162.7,34.1
2006-10-01,128.4,199.3,121.5
2006-11-01,62.2,80.4,89.8
2006-12-01,80.8,95.3,180.8
2007-01-01,107.7,57,237.2
2007-02-01,28.2,35.3,29
2007-03-01,58.7,13.4,219.1
2007-04-01,67.6,6.9,105
2007-05-01,41.8,6.7,47.8
2007-06-01,41.9,37.5,18.8
2007-07-01,69.7,68.3,11.8
2007-08-01,131,99,87.2
2007-09-01,91.7,130.8,20.9
2007-10-01,61.2,161.9,14.8
2007-11-01,92.5,161.3,61.3
2007-12-01,100.7,99.5,157.4
2008-01-01,61.4,51.3,133.6
2008-02-01,103.2,26.8,214.3
2008-03-01,92.6,18.3,258.8
2008-04-01,47.2,2.1,129.9
2008-05-01,75.9,18.6,64.9
2008-06-01,111.8,22.4,66.2
2008-07-01,101.6,58,66.3
2008-08-01,65.3,112.2,21.2
2008-09-01,92.5,123.8,29.9
2008-10-01,74.7,199.7,23.1
2008-11-01,105.5,134.9,53.5
2008-12-01,107.9,96.4,160.3
2009-01-01,55,41.6,47.8
2009-02-01,63.2,14.1,177
2009-03-01,103.9,9.3,203.2
2009-04-01,94.7,1.6,125.7
2009-05-01,61.5,9.7,70
2009-06-01,103,22.8,49.7
2009-07-01,91.2,63.9,26.2
2009-08-01,97.5,100,31.4
2009-09-01,69.4,134.7,16.2
2009-10-01,100,166.9,34.7
2009-11-01,36.5,99.1,29.1
2009-12-01,75.5,119.7,69.8
2010-01-01,53.9,43.2,62.1
2010-02-01,47.1,19.8,27.5
2010-03-01,47,7.8,161.5
2010-04-01,71.3,10.2,73.8
2010-05-01,107.2,17.7,115.4
2010-06-01,103.6,46.2,91.5
2010-07-01,98.4,75.9,31.5
2010-08-01,46.4,103.3,15.5
2010-09-01,98.8,161.8,12.5
2010-10-01,113.4,188,19.9
2010-11-01,96.2,136.5,38.5
2010-12-01,62.4,99.7,52.1
2011-01-01,51.2,34.7,50.6
2011-02-01,91.8,21.7,107
2011-03-01,100.7,13.2,287.4
2011-04-01,146,5.5,201.8
2011-05-01,161.7,15.4,236.8
2011-06-01,79.8,53.6,56.1
2011-07-01,91.3,79.6,34.4
2011-08-01,121.4,136.6,33.1
2011-09-01,137.4,145.5,59.9
2011-10-01,123.9,176.1,111.1
2011-11-01,124.4,128.8,142.3
2011-12-01,100.2,80.9,242.9
2012-01-01,77,55.6,155.4
2012-02-01,39.2,26.2,80.9
2012-03-01,69.9,19.7,122
2012-04-01,34.3,44.2,31
2012-05-01,61.6,35.2,39.7
2012-06-01,60.6,70.6,16.5
2012-07-01,93.7,103.5,9.8
2012-08-01,88.1,134.8,12.3
2012-09-01,111.1,170.8,15.9
2012-10-01,158.6,172.6,57.7
2012-11-01,29.8,114.8,45.3
2012-12-01,87.9,73.9,60.5
2013-01-01,75.1,48.8,125.5
2013-02-01,59.8,29.2,75.3
2013-03-01,39.2,25.2,116.3
2013-04-01,94.4,15.7,165.6
2013-05-01,77.6,28.3,38.9
2013-06-01,153.4,39.9,75.3
2013-07-01,140.7,88.3,111.6
2013-08-01,73.3,98.4,25.3
2013-09-01,81.9,148.8,16.3
2013-10-01,123.7,162.8,41.9
2013-11-01,72.3,172.9,60.3
2013-12-01,92.7,86.7,130.7
2014-01-01,57.4,44.5,73.8
2014-02-01,60.2,20.6,71
2014-03-01,39.1,14.9,66.3
2014-04-01,104.7,0.9,115.5
2014-05-01,93.4,3.4,47.6
2014-06-01,97.6,29,23.6
2014-07-01,110.7,86.6,16
2014-08-01,81.1,91.1,29
2014-09-01,99.6,120.4,50.7
2014-10-01,82.9,152.6,23.8
2014-11-01,64.7,154.3,37.7
2014-12-01,43.4,67.4,39.4
2015-01-01,58.1,57.7,49
2015-02-01,40.3,34.2,19.6
2015-03-01,32.7,10.7,62.3
2015-04-01,71.8,5.6,70.7
2015-05-01,91.9,18.8,22.2
2015-06-01,166.3,42.9,94.1
2015-07-01,73.9,74.8,51.9
2015-08-01,74.2,122.1,11.1
2015-09-01,88.1,126.2,24.3
2015-10-01,67,184.6,29.2
2015-11-01,47,128,30.2
2015-12-01,75.1,70.5,57.5
2016-01-01,32.3,79,61.3
2016-02-01,52,29.4,68.7
2016-03-01,96.8,16.5,92.3
2016-04-01,62.7,36.9,81.1
2016-05-01,56.7,29.5,47.5
2016-06-01,57.3,70.1,17.9
2016-07-01,61.3,84.5,8.8
2016-08-01,104.7,116.2,14.1
2016-09-01,91,156.6,22.7
2016-10-01,71.3,185,54.4
2016-11-01,43.6,147,24.8
2016-12-01,68.9,122.2,62
2017-01-01,90.4,33,137.9
2017-02-01,47.2,23,84.5
2017-03-01,85.1,31.8,85.6
2017-04-01,87.3,12.1,94.2
2017-05-01,131.3,36.2,131.2
2017-06-01,92.4,60.1,28.4
2017-07-01,82.3,86.8,44.6
2017-08-01,54.2,128,11.2
2017-09-01,41,118.3,11.7
2017-10-01,76.8,172.3,28.4
2017-11-01,106.1,148.7,136.9
2017-12-01,32.9,105.8,32
2018-01-01,56,37.7,65.8
2018-02-01,80.2,16.4,107.8
2018-03-01,62.5,26,115.9
2018-04-01,81.5,24.3,128.8
