DATE,MHG_PREC,MHG_EVAP,MHG_RUNO
1972-07-01,96.2,1.6,35
1972-08-01,130,23.8,44
1972-09-01,100.8,56.6,53.4
1972-10-01,67.3,90.2,56.4
1972-11-01,50.2,71.2,65.5
1972-12-01,102.6,80.4,61.3
1973-01-01,42.7,46.7,97.3
1973-02-01,34.9,34.6,57.8
1973-03-01,65.1,6.3,139.8
1973-04-01,70.2,6.7,119
1973-05-01,120.3,-1.8,117.8
1973-06-01,85.3,-6.2,71.3
1973-07-01,72.7,-1.7,41.3
1973-08-01,76,8.7,41.6
1973-09-01,64.5,59.8,28.7
1973-10-01,83.5,48.5,35.3
1973-11-01,65.4,92,50.4
1973-12-01,73,108.7,61.2
1974-01-01,80.7,58.2,69.1
1974-02-01,48,45.8,60.3
1974-03-01,52.1,31.6,108.3
1974-04-01,85.2,6.5,132.2
1974-05-01,86.2,-0.3,108.4
1974-06-01,100,-3.8,69
1974-07-01,70.6,2.1,39.4
1974-08-01,73.4,22.1,30.9
1974-09-01,79.1,69.3,27.8
1974-10-01,60,63.9,35.1
1974-11-01,62.5,72.2,59.3
1974-12-01,48.4,84.3,53
1975-01-01,82.6,75.5,64.8
1975-02-01,56.8,39.6,52.6
1975-03-01,58,41.7,83.1
1975-04-01,65.9,20.5,126.7
1975-05-01,67.1,-3.6,105.2
1975-06-01,93.5,-6,61.7
1975-07-01,76.2,4.6,33.4
1975-08-01,129.1,26.7,32.3
1975-09-01,70.5,61.7,50.2
1975-10-01,30.3,57.4,30.6
1975-11-01,87.2,68.2,41.7
1975-12-01,56.9,109,80.2
1976-01-01,69.7,98,51.7
1976-02-01,56.6,30,80.4
1976-03-01,119.9,29.2,153.8
1976-04-01,52.6,10,153.5
1976-05-01,86.1,1.7,104.4
1976-06-01,66.3,-1.6,45.6
1976-07-01,62.5,10.3,34.8
1976-08-01,42.3,38.9,23.3
1976-09-01,55,69.5,20.6
1976-10-01,56.8,93.7,24.7
1976-11-01,44.9,113.2,31.4
1976-12-01,51,115.5,32.7
1977-01-01,58.8,58.4,29.3
1977-02-01,94.9,21.2,30.2
1977-03-01,90.1,9.7,106.3
1977-04-01,60.3,3.9,104.2
1977-05-01,35.6,-3.3,43.5
1977-06-01,63.4,-5,22.8
1977-07-01,90.6,-2.7,22.2
1977-08-01,130.1,19.8,23.4
1977-09-01,115.7,26.1,37.7
1977-10-01,64.2,66.3,65.1
1977-11-01,96.6,84.2,74.8
1977-12-01,84,110.2,77.1
1978-01-01,65.7,75.1,51.6
1978-02-01,22.7,31.6,41
1978-03-01,24.8,17.9,64.8
1978-04-01,59.2,5.7,122.9
1978-05-01,80.3,-4.3,91.7
1978-06-01,71,-5.6,42.5
1978-07-01,78.3,-3.5,33.3
1978-08-01,91.2,6.6,29
1978-09-01,161,38.5,47.6
1978-10-01,62.2,67.6,65.4
1978-11-01,57.8,87.4,48.8
1978-12-01,72.7,108.2,50.8
1979-01-01,86.1,67.4,48.7
1979-02-01,37.7,33.6,41
1979-03-01,82.2,13.1,136.9
1979-04-01,79.5,6.4,176.8
1979-05-01,59.2,-3.2,132.9
1979-06-01,82.2,-5.8,65.6
1979-07-01,44.4,-5.5,41.6
1979-08-01,97.4,6.9,38.3
1979-09-01,22.2,32,32.2
1979-10-01,89.6,67.9,42.4
1979-11-01,72.1,72.5,71.7
1979-12-01,50.7,83.5,80.8
1980-01-01,54.9,71.4,63.5
1980-02-01,28.6,41.9,41.2
1980-03-01,32,25,64.9
1980-04-01,77.3,2.2,124.7
1980-05-01,43.2,-2.4,72.4
1980-06-01,89.6,-3.7,54
1980-07-01,71,-3.6,37.6
1980-08-01,83.4,6.4,40.1
1980-09-01,88.4,52.7,50.2
1980-10-01,55.6,89.8,55.2
1980-11-01,30.8,80.5,51.3
1980-12-01,62.2,107.9,57.7
1981-01-01,22.5,49.1,41.1
1981-02-01,55.3,26.2,82.9
1981-03-01,19.9,15.9,78.1
1981-04-01,86.8,4.6,115.9
1981-05-01,52.8,0.5,79.8
1981-06-01,77.5,-4.8,54.1
1981-07-01,41.5,2.7,38.5
1981-08-01,89,11.3,29.7
1981-09-01,91.7,61,47.3
1981-10-01,83,71.6,72.3
1981-11-01,40.7,71.1,53.7
1981-12-01,38.7,98.3,52.8
1982-01-01,70,94,47.6
1982-02-01,18.5,26.7,38.7
1982-03-01,58.1,18.9,98.9
1982-04-01,48.4,12.4,146.6
1982-05-01,54.2,-4.5,75.5
1982-06-01,61.6,-3.9,47.7
1982-07-01,69.2,-5.2,39.9
1982-08-01,70.3,19.3,28.6
1982-09-01,80.5,31.4,33.7
1982-10-01,59.3,52.1,53.1
1982-11-01,93.4,79.3,81.5
1982-12-01,89.9,81.2,113.9
1983-01-01,39.6,67.5,77.9
1983-02-01,33.7,33.3,63.4
1983-03-01,60.3,35.1,88.6
1983-04-01,68.3,15.3,112.9
1983-05-01,129.6,3.2,128.9
1983-06-01,43.6,-0.4,85.4
1983-07-01,48.3,4.7,31.9
1983-08-01,71.5,24.3,26.6
1983-09-01,99.1,70.4,32
1983-10-01,86.2,74.1,52.5
1983-11-01,67.2,102.7,53.9
1983-12-01,77.3,147.2,67.8
1984-01-01,34.5,62.2,48.7
1984-02-01,30.7,20.7,92.2
1984-03-01,49.1,32.9,82.8
1984-04-01,66.7,3.2,98.1
1984-05-01,80.5,-0.5,73
1984-06-01,81.5,-5.8,64.5
1984-07-01,59.4,0.5,45.3
1984-08-01,86,16,30
1984-09-01,99.4,58.4,41
1984-10-01,81.5,44.2,50
1984-11-01,72.7,84.4,83.6
1984-12-01,69.1,101.8,84
1985-01-01,63.3,86.8,78.3
1985-02-01,68.2,33.9,72.8
1985-03-01,66.8,19.9,148.5
1985-04-01,61.1,5.4,176.5
1985-05-01,61.6,-2.7,93.2
1985-06-01,45.2,-0.6,43.1
1985-07-01,70.1,5.7,31.6
1985-08-01,98.6,21.1,34.8
1985-09-01,87.5,44.7,51.1
1985-10-01,83.2,59.1,61.7
1985-11-01,116.3,96.7,103.4
1985-12-01,70.7,129.9,76.9
1986-01-01,31.8,61.7,63
1986-02-01,32.9,37,50.6
1986-03-01,44.6,18.3,118
1986-04-01,41.4,4,121.1
1986-05-01,62.2,-1.6,64.2
1986-06-01,78.5,-3.4,53.1
1986-07-01,90.4,-2.4,43.3
1986-08-01,60.6,35.3,38.6
1986-09-01,185.4,34.6,96
1986-10-01,60.6,58.4,123.1
1986-11-01,24.6,113.9,59.6
1986-12-01,27.9,89.6,61.7
1987-01-01,27.9,64.9,50.2
1987-02-01,10.2,35.9,41.8
1987-03-01,27.3,31.4,76.8
1987-04-01,41.6,8.2,76
1987-05-01,48.1,-1,37.8
1987-06-01,56.9,0.4,27.6
1987-07-01,46.7,8.6,23.1
1987-08-01,109.8,43.3,26.8
1987-09-01,69.1,42.5,24.6
1987-10-01,64.3,102.6,30.5
1987-11-01,58.1,87.1,45.3
1987-12-01,60.1,102.4,82.6
1988-01-01,44.7,97.1,56.8
1988-02-01,38.1,58.1,61.7
1988-03-01,37.9,24.4,80.5
1988-04-01,59.1,9.6,130.5
1988-05-01,26.8,-1.3,64.9
1988-06-01,22.2,0.7,27.1
1988-07-01,51.2,1.9,18.4
1988-08-01,79.9,33.3,22.8
1988-09-01,71.8,52.5,28.2
1988-10-01,108.3,107.6,51.9
1988-11-01,103.1,72.4,111.8
1988-12-01,45.1,121.9,75.5
1989-01-01,30.5,61.7,63.6
1989-02-01,26.3,60.9,44.3
1989-03-01,51.8,31.9,79.6
1989-04-01,30.5,8.9,105.6
1989-05-01,66.1,-0.1,70.2
1989-06-01,67.9,-3.9,89.2
1989-07-01,36.7,-0.2,32.3
1989-08-01,63.8,18.1,25.3
1989-09-01,48.8,60.7,25.6
1989-10-01,59.7,73.7,26.2
1989-11-01,77.6,112.9,43.1
1989-12-01,59.9,109.7,40.8
1990-01-01,60,31.8,60
1990-02-01,40.1,40.1,52.8
1990-03-01,60.6,26.1,111.6
1990-04-01,47.8,12.1,78.4
1990-05-01,98.6,-0.9,97.1
1990-06-01,117,-5.1,66.7
1990-07-01,64.7,0,45.9
1990-08-01,71.5,13.7,37.1
1990-09-01,90.2,60.2,34.2
1990-10-01,104.4,73.2,71
1990-11-01,93.2,83.8,88.9
1990-12-01,62.9,113.3,96.1
1991-01-01,43.6,85,71.1
1991-02-01,27.4,33.7,59
1991-03-01,88.2,24,112
1991-04-01,92.8,5.6,154.4
1991-05-01,85.5,-3.4,81.2
1991-06-01,32.7,-3.5,42.6
1991-07-01,92.5,9.3,29.9
1991-08-01,50.4,26.1,26.7
1991-09-01,73.3,87.4,25.4
1991-10-01,129.5,67.5,49.2
1991-11-01,71.9,111.3,78.6
1991-12-01,50.4,97.2,94.3
1992-01-01,43.5,63.4,67.6
1992-02-01,37.1,37.2,52.5
1992-03-01,44.8,37.3,90.4
1992-04-01,64,14.1,119.4
1992-05-01,26.9,1.8,73.7
1992-06-01,45.6,4.5,33.8
1992-07-01,88.2,7.3,38.7
1992-08-01,71.5,29.1,34.5
1992-09-01,97.9,48.2,57.1
1992-10-01,48.4,71.2,60.6
1992-11-01,110.9,78.1,116.8
1992-12-01,50.2,99.4,85.4
1993-01-01,56.5,70.2,97.1
1993-02-01,23.9,57.7,49.8
1993-03-01,24.7,28.1,73
1993-04-01,99.4,9.1,137.7
1993-05-01,67.1,-2.5,88.8
1993-06-01,107.9,-4.4,98.4
1993-07-01,70.5,-1.5,59.6
1993-08-01,87.3,13.8,37.4
1993-09-01,90.8,74.1,46.4
1993-10-01,63,83.4,66.8
1993-11-01,49.9,89.7,66.6
1993-12-01,32,93.9,60.9
1994-01-01,60.2,80.2,45.1
1994-02-01,42.7,31.8,59.1
1994-03-01,27.5,15.5,83.7
1994-04-01,59,6.2,89.5
1994-05-01,46.2,-1.5,75
1994-06-01,77.5,-4.7,48.7
1994-07-01,91.1,-4.3,61.2
1994-08-01,101.4,15.7,43.1
1994-09-01,62.7,30.3,40.3
1994-10-01,46.2,61.5,43.3
1994-11-01,78.1,92.7,69.5
1994-12-01,20.3,70.7,64.8
1995-01-01,51,79.7,69.6
1995-02-01,23.5,62.3,43.3
1995-03-01,34.7,21.8,84.1
1995-04-01,71.3,20.4,79.5
1995-05-01,58,-0.9,98.4
1995-06-01,39.2,-2.3,62.9
1995-07-01,71.2,5.8,36.7
1995-08-01,88.8,21.8,43.5
1995-09-01,53.1,80.4,30.1
1995-10-01,87.6,72.4,47.4
1995-11-01,81.9,138.7,93.4
1995-12-01,54,116.3,63
1996-01-01,52.5,62.1,71.5
1996-02-01,33,33.2,69.5
1996-03-01,26.7,32.5,75
1996-04-01,73.8,10.9,125.7
1996-05-01,62.2,0.6,147.2
1996-06-01,112.4,-5.7,97.7
1996-07-01,96.6,-3.2,51.9
1996-08-01,51.1,5.4,42.5
1996-09-01,117.3,48.3,42.1
1996-10-01,83,70,55.3
1996-11-01,51.3,97.6,78.1
1996-12-01,71.4,75.3,79.8
1997-01-01,85.6,70.3,85.5
1997-02-01,66.5,30,91.9
1997-03-01,45.7,26.1,106.3
1997-04-01,31.6,11.7,136.3
1997-05-01,76.4,1.3,125.3
1997-06-01,61.9,-4.5,64.3
1997-07-01,64.1,1.6,39.6
1997-08-01,92.4,24.7,31.1
1997-09-01,67.9,42.5,32.1
1997-10-01,49.5,77,34.8
1997-11-01,45.9,83.1,41.4
1997-12-01,27.3,74.7,39.9
1998-01-01,70.1,61.1,62.8
1998-02-01,24.2,18.1,57.4
1998-03-01,103.7,38.2,93
1998-04-01,54.4,7.6,128
1998-05-01,52.4,-0.6,49
1998-06-01,72.2,8.7,36.1
1998-07-01,37.2,27.2,26.6
1998-08-01,79.2,34.6,22.6
1998-09-01,67.4,59,19.7
1998-10-01,63.6,75.3,25.9
1998-11-01,63.6,95.6,34.9
1998-12-01,46.4,116.4,44.6
1999-01-01,87.6,104.3,55.1
1999-02-01,33.7,41.1,62.4
1999-03-01,14.4,41.1,54.6
1999-04-01,61.1,7.2,84.3
1999-05-01,73.2,2.6,46.4
1999-06-01,88.2,7.2,38.9
1999-07-01,99.6,7.8,39.1
1999-08-01,55.3,52.4,24.4
1999-09-01,70.8,66.4,18.6
1999-10-01,49,86.4,31.5
1999-11-01,32.4,80.8,41.8
1999-12-01,61.7,115.2,51.5
2000-01-01,37.8,99.8,46.8
2000-02-01,34.1,38.7,48
2000-03-01,33.5,22.7,75
2000-04-01,55.6,16.8,62.8
2000-05-01,118.4,3.5,78.2
2000-06-01,104.1,5.4,52.4
2000-07-01,86.5,22.7,38.8
2000-08-01,79.5,33.8,33.1
2000-09-01,117.3,77.1,35.3
2000-10-01,42.2,55.6,29.5
2000-11-01,77.3,98.4,41.2
2000-12-01,71.5,140.4,44.6
2001-01-01,34.7,59.8,45.3
2001-02-01,59.3,50.6,75.2
2001-03-01,20.4,32.7,72.7
2001-04-01,59.6,4,129.3
2001-05-01,99.9,-2.1,81.6
2001-06-01,74.2,-1.1,66.3
2001-07-01,33.4,19.7,25.7
2001-08-01,98.9,31,23.4
2001-09-01,140.6,64.6,34.3
2001-10-01,144.3,84.6,94.9
2001-11-01,59,50.2,85.4
2001-12-01,53.8,93.4,92.6
2002-01-01,26.6,84.6,64.6
2002-02-01,50.5,62.7,63.8
2002-03-01,66,52.5,98.5
2002-04-01,89.1,16.1,137.2
2002-05-01,93.9,11.2,107.7
2002-06-01,84.6,-0.3,73.3
2002-07-01,68.4,13.2,36
2002-08-01,94.2,40,30.2
2002-09-01,75.2,54.1,21.6
2002-10-01,77.5,109.1,37.7
2002-11-01,42.3,98.9,36.6
2002-12-01,35.7,121.4,40.1
2003-01-01,43.1,84.2,34.5
2003-02-01,29.6,31,30.1
2003-03-01,51.3,15.2,61.8
2003-04-01,70.8,8.9,92.2
2003-05-01,89.8,-2.6,87.6
2003-06-01,58.1,-3,58.3
2003-07-01,92.3,1.9,31.8
2003-08-01,64,20.5,30.8
2003-09-01,78.6,69.6,25.7
2003-10-01,64.2,69.7,47
2003-11-01,119.9,78.5,95.7
2003-12-01,48.1,85.8,78.6
2004-01-01,53.7,98.7,59.6
2004-02-01,32.4,28.9,43
2004-03-01,82.9,18.3,116.2
2004-04-01,62.5,10.4,108.9
2004-05-01,156.6,-1.1,137.9
2004-06-01,68.6,5.1,89
2004-07-01,67.4,12.8,51.6
2004-08-01,78.9,49.3,30.9
2004-09-01,35.6,44.5,24.9
2004-10-01,85.8,77.5,31
2004-11-01,63,76.4,47.5
2004-12-01,77.3,117,69.2
2005-01-01,69.8,84.6,87.6
2005-02-01,54.8,29.6,63.7
2005-03-01,35.7,30.6,67.7
2005-04-01,40.5,7.2,109.7
2005-05-01,35.8,2.4,59.3
2005-06-01,60.2,-2.6,36.5
2005-07-01,70,19.1,24.5
2005-08-01,81.7,38.7,22.3
2005-09-01,87.6,56.6,19.8
2005-10-01,47.3,73.2,25.5
2005-11-01,117.5,101.1,44.5
2005-12-01,62.8,110.3,60.9
2006-01-01,82.6,53.4,73
2006-02-01,60,59.5,65.3
2006-03-01,52.4,30.3,99.5
2006-04-01,69,6.9,114.2
2006-05-01,95,1.4,82.3
2006-06-01,45.2,5.7,40.2
2006-07-01,83.7,9.7,32.4
2006-08-01,75.9,47.7,30.6
2006-09-01,99.1,64,26.1
2006-10-01,116.4,94.5,63.3
2006-11-01,68.6,61.8,64.9
2006-12-01,87.2,79.6,106.9
2007-01-01,55,87.4,80.6
2007-02-01,35.4,67,43
2007-03-01,68.3,23.1,101.5
2007-04-01,78.2,17.8,93
2007-05-01,50.1,1.7,54
2007-06-01,66,4.1,38.7
2007-07-01,62.7,21.7,26.8
2007-08-01,92.9,43.1,27.3
2007-09-01,59.9,56.6,23.1
2007-10-01,95.8,53.3,33.1
2007-11-01,48.7,116,39.2
2007-12-01,77.1,97.7,52.6
2008-01-01,102.5,71.3,101.7
2008-02-01,80.2,39.9,84.3
2008-03-01,47.5,25.2,83.3
2008-04-01,87.3,7.6,173.6
2008-05-01,77.8,1.4,92.4
2008-06-01,130.1,-2.5,80.2
2008-07-01,84.5,4.1,51.2
2008-08-01,51.9,26.4,37.9
2008-09-01,111.6,43.1,46.9
2008-10-01,63.4,81.3,37.4
2008-11-01,76.7,81.6,55.9
2008-12-01,144,100.6,87.5
2009-01-01,45.4,55.6,75.5
2009-02-01,72,23.5,83.6
2009-03-01,61,17.1,111.3
2009-04-01,96.8,9.4,136.4
2009-05-01,73.8,1.6,115.7
2009-06-01,93,-1.7,62.8
2009-07-01,57.4,6,39.7
2009-08-01,102.4,19.9,39.5
2009-09-01,48.5,34.3,26.2
2009-10-01,144,66,49.2
2009-11-01,35.3,43.8,65.6
2009-12-01,79.8,88.7,60.3
2010-01-01,33.2,57.2,52.2
2010-02-01,27.2,22.1,39
2010-03-01,15,14.2,76.3
2010-04-01,54.4,5.6,52.6
2010-05-01,76.9,0.9,49.7
2010-06-01,153.3,0.2,53.2
2010-07-01,104,4.3,49.5
2010-08-01,67.2,25.4,33.5
2010-09-01,121.4,60.2,41.9
2010-10-01,45.7,67,41.9
2010-11-01,55,81.2,48.2
2010-12-01,51.1,94.5,62.3
2011-01-01,48.5,58.9,56
2011-02-01,37.1,27.9,48
2011-03-01,54.4,19.4,87.8
2011-04-01,137.4,11.9,132.5
2011-05-01,84.6,1.7,126
2011-06-01,97,3,66.5
2011-07-01,65.4,7.6,40.1
2011-08-01,70.1,51,31.9
2011-09-01,94.8,67.6,24.8
2011-10-01,92.1,69.8,45
2011-11-01,75.7,84.7,59.6
2011-12-01,47.7,87.1,88.2
2012-01-01,53.9,71.4,69.1
2012-02-01,29.8,38.8,55.1
2012-03-01,65.5,19.2,111.1
2012-04-01,51.7,27.2,56.9
2012-05-01,58.8,11.6,54.5
2012-06-01,70.8,17.2,31.7
2012-07-01,64.2,46.1,22.7
2012-08-01,67,69.4,22.1
2012-09-01,65.1,90.1,18.2
2012-10-01,127,91.5,40.3
2012-11-01,27.5,88.4,48.9
2012-12-01,61.9,82.9,54.9
2013-01-01,83.8,91.6,62.7
2013-02-01,66.1,49.3,66.7
2013-03-01,39.7,37.6,84
2013-04-01,123.6,20.7,179.1
2013-05-01,83.4,5.9,131.9
2013-06-01,75.4,7.5,75.1
2013-07-01,79.4,32.8,41.1
2013-08-01,70.5,36.1,36.2
2013-09-01,64.6,73.7,33.4
2013-10-01,110.6,83,55.9
2013-11-01,99.1,119.4,108.5
2013-12-01,61,119.7,67.6
2014-01-01,65.6,80,51.3
2014-02-01,36.1,35.2,38
2014-03-01,38.2,23.9,48.4
2014-04-01,100.3,6.1,99.6
2014-05-01,79.2,-2.2,103.2
2014-06-01,96.6,-4.4,50.8
2014-07-01,82,7,32.4
2014-08-01,93.6,21.8,30.7
2014-09-01,104.1,57.1,48.9
2014-10-01,118.7,68.6,68.7
2014-11-01,88.7,99.1,64.1
2014-12-01,40.9,83.9,66
2015-01-01,35.8,73.1,51.2
2015-02-01,31.6,47.2,33.6
2015-03-01,23.2,20.7,48.4
2015-04-01,63.2,5.8,82.9
2015-05-01,86.3,-2.3,65.6
2015-06-01,83,-1,54.5
2015-07-01,50.5,16.8,31.6
2015-08-01,88.5,52,21.6
2015-09-01,77.9,51,23.7
2015-10-01,67.6,94.1,26.6
2015-11-01,85.9,73.5,47.8
2015-12-01,107.4,73.3,69.7
2016-01-01,43.1,102.9,59.2
2016-02-01,38.8,55.9,56.3
2016-03-01,88.7,23.5,89.8
2016-04-01,46.9,26.9,106
2016-05-01,53.9,10.9,70.8
2016-06-01,54.9,22.6,39.3
2016-07-01,73.3,32.2,26.2
2016-08-01,103.6,49.4,30.3
2016-09-01,77.6,74.3,26.1
2016-10-01,70.7,80.7,38.2
2016-11-01,42.8,79.8,34.8
2016-12-01,49.7,146.9,49.9
2017-01-01,57.6,82.8,60
2017-02-01,44.9,53.2,54.1
2017-03-01,62.5,50.1,78.3
2017-04-01,101,8.7,120.7
2017-05-01,75.1,15.9,98.1
2017-06-01,116.3,14.4,56.5
2017-07-01,73.6,26.2,39.6
2017-08-01,78.7,60.4,32.8
2017-09-01,42.1,56,24.3
2017-10-01,119.8,83.6,56.1
2017-11-01,62.3,116.3,68.6
2017-12-01,43.8,129.4,59.4
2018-01-01,60.7,86.6,58.5
2018-02-01,54.3,37.6,58.2
2018-03-01,27.8,42.4,60.2
2018-04-01,73.1,32.6,79.1
