DATE,Precipitation,Evaporation,Runoff
2006-09-01,67.6,65.1,9.7
2006-10-01,59.4,99.3,17.2
2006-11-01,39.3,76.4,15.7
2006-12-01,67,90.5,19.1
2007-01-01,38.4,110.9,19.1
2007-02-01,29.1,103.7,16.1
2007-03-01,65.9,47.3,41.1
2007-04-01,51.7,30.3,62.3
2007-05-01,46.1,1.1,38.9
2007-06-01,69.5,-2.8,35
2007-07-01,48.7,0.9,37.1
2007-08-01,34.9,26.2,20.4
2007-09-01,145.6,45.9,26.9
2007-10-01,148,62.6,100.3
2007-11-01,47.9,120.9,46.2
2007-12-01,65.8,114.4,31.9
2008-01-01,50.3,99.8,43
2008-02-01,25.8,76.8,39.6
2008-03-01,25.2,53.9,40.2
2008-04-01,80.5,15.4,117.1
2008-05-01,67.2,3,101.7
2008-06-01,102.5,-4.4,91.8
2008-07-01,69.9,-3.3,75.9
2008-08-01,33.9,10.7,41.4
2008-09-01,71.8,39.6,34.9
2008-10-01,44.7,72.7,39.7
2008-11-01,67.4,94.6,42.7
2008-12-01,82.7,149.5,34.4
2009-01-01,46.9,103.3,35
2009-02-01,36.7,49.1,33
2009-03-01,39.8,33.3,44.3
2009-04-01,65.2,10.5,82.6
2009-05-01,53.7,2.7,88.2
2009-06-01,61.8,-3.4,50.3
2009-07-01,70.6,-3.8,37.9
2009-08-01,109.5,6.4,46.4
2009-09-01,35.8,25.9,36.4
2009-10-01,99,77.4,37.8
2009-11-01,36.3,44,44.6
2009-12-01,72.5,131.9,35.5
2010-01-01,37.4,96.7,34.1
2010-02-01,15.9,66.9,29.8
2010-03-01,8.8,22.7,54
2010-04-01,19.3,9.8,31.8
2010-05-01,39.4,2.1,30.3
2010-06-01,96.7,-1.6,25.8
2010-07-01,62.6,-0.7,21.3
2010-08-01,76.5,22.4,23
2010-09-01,121.2,62.8,31.3
2010-10-01,50.6,71.1,42.1
2010-11-01,73.7,97.3,39.7
2010-12-01,41.6,133.6,36.3
2011-01-01,45,114.7,33.7
2011-02-01,19.8,77,27.4
2011-03-01,28.3,50.8,31.1
2011-04-01,73.9,17.7,85.2
2011-05-01,70.5,2.3,92.6
2011-06-01,86.4,-1.8,55.6
2011-07-01,66.4,2.9,35.7
2011-08-01,43.9,31.4,26.8
2011-09-01,81,70.2,15.3
2011-10-01,62.5,74.6,22.3
2011-11-01,61.2,83.6,24.9
2011-12-01,60,107.1,26.7
2012-01-01,47.9,106.5,28.7
2012-02-01,28.7,67.1,25.5
2012-03-01,51.3,27.7,76.4
2012-04-01,49.6,23,60.1
2012-05-01,88.7,11.1,68.7
2012-06-01,101.8,13.2,84.8
2012-07-01,75.2,24.3,38.3
2012-08-01,45.3,61.9,27.1
2012-09-01,63.6,97.1,22.4
2012-10-01,113,92.3,27.5
2012-11-01,58.3,102.7,35.4
2012-12-01,35.9,108.8,35
2013-01-01,56.8,136.9,31.1
2013-02-01,72.5,87.2,27.9
2013-03-01,48.9,68.1,26.4
2013-04-01,100.8,35.8,51.1
2013-05-01,93.5,6.5,181.1
2013-06-01,77.2,-0.9,78.1
2013-07-01,146.8,13.9,60
2013-08-01,70.3,17.7,54
2013-09-01,74.8,56.5,53.6
2013-10-01,74.6,84.7,53
2013-11-01,83.7,126.1,64.5
2013-12-01,76.6,155.5,43.8
2014-01-01,71.8,117.2,25.3
2014-02-01,42,52.2,21.1
2014-03-01,34.7,32.2,24
2014-04-01,87.4,13.8,65.5
2014-05-01,74.3,-1,105.6
2014-06-01,98.2,-3.9,65.4
2014-07-01,77.9,-4.5,37.9
2014-08-01,86.9,0.9,33.5
2014-09-01,101.9,41,45.2
2014-10-01,91.9,58.9,53.8
2014-11-01,83.4,125,40.7
2014-12-01,58.5,86.1,42.1
2015-01-01,45.4,101,34.6
2015-02-01,37,72.4,26.2
2015-03-01,32.3,29.2,42.6
2015-04-01,46.6,11.8,82.1
2015-05-01,91.7,-0.5,98
2015-06-01,78.9,-3.1,61.6
2015-07-01,58.2,-3.6,43.5
2015-08-01,70.8,10.6,38.4
2015-09-01,69.8,28.4,32.8
2015-10-01,68.6,76.3,35.9
2015-11-01,88.1,70.3,56.2
2015-12-01,105,87.8,56.5
2016-01-01,36.6,111.5,42.7
2016-02-01,34.3,78.8,34.7
2016-03-01,45.4,35.8,62.7
2016-04-01,29.6,32.8,65.5
2016-05-01,60.3,3.4,53.9
2016-06-01,119.7,2.9,55.4
2016-07-01,76.2,11.2,38.9
2016-08-01,80.2,28.9,31.6
2016-09-01,94.3,46.7,31.7
2016-10-01,67.9,79.2,40.7
2016-11-01,63.1,72.7,35
2016-12-01,99.3,161.5,48
2017-01-01,128,109.8,38.5
2017-02-01,75,81.6,43.2
2017-03-01,51.8,70.9,52.2
2017-04-01,79.9,16,85.2
2017-05-01,93.6,5.6,112.9
2017-06-01,93.6,5.5,70.8
2017-07-01,52.8,15,47.8
2017-08-01,96.8,41.1,48
2017-09-01,97.5,40.8,43.8
2017-10-01,82.6,87,53.8
2017-11-01,81.8,130,53.3
2017-12-01,146.6,145.8,52.2
2018-01-01,97.9,110.7,40.8
2018-02-01,26.6,79.1,31.9
2018-03-01,9.9,56.3,34.6
2018-04-01,56.4,48.6,48.8
