DATE,SUP_EVAP,MHG_EVAP,ERI_EVAP,ONT_EVAP,SUP_PREC,MHG_PREC,ERI_PREC,ONT_PREC,SUP_RUNO,MHG_RUNO,ERI_RUNO,ONT_RUNO,SUP_NBS,MHG_NBS,ERI_NBS,ONT_NBS
1950-10-01,42.6,48.3,138.7,61.3,62.2,45,68,88.9,40.9,30,57.6,68.1,60.5,26.7,-13.1,95.8
1950-11-01,106.5,120.9,191.9,99,105.2,80.6,142.2,116.2,37.2,38.9,124.2,148.9,35.9,-1.4,74.5,166.1
1950-12-01,109.7,114,78.1,106.3,58.5,64.4,63.3,59.4,41.2,59.5,262.5,221,-10,9.9,247.7,174.1
1951-01-01,72.4,58,31.3,84.3,38.1,58.2,70.4,70.4,37.6,63.1,262.7,243.5,3.2,63.3,301.8,229.6
1951-02-01,33.1,32.7,16.5,38.7,68.7,55.3,80.2,76.9,35.2,60.7,343.1,230.7,70.9,83.3,406.9,269
1951-03-01,33.4,31.9,15.8,41.9,85.1,76.7,105.4,106.2,46,93.6,332.9,360.4,97.6,138.4,422.6,424.8
1951-04-01,7.8,2,3.3,7,59.3,98.8,79.3,111.8,126.9,189.3,246,437,178.4,286.1,322,541.8
1951-05-01,-2.3,-3.8,15.6,1.6,49,45.5,67.1,42.1,124.1,89.9,116.9,134.9,175.4,139.2,168.4,175.3
1951-06-01,-4.3,-4,34.2,16,114.9,65.2,92.2,93,71.7,47.1,65.4,71.9,191,116.2,123.4,148.9
1951-07-01,-6.2,2,79.1,40.7,51.4,109.6,62.7,103.9,49,46.2,60.1,97,106.6,153.9,43.8,160.2
1951-08-01,3.4,30.1,124.4,71.6,115.7,84.1,43.9,62.2,36.6,33.5,22.1,47.2,148.9,87.4,-58.3,37.9
1951-09-01,48.8,71.2,178.9,93.4,126.5,85.6,67.8,70,58.2,33.8,20.1,50.3,135.9,48.2,-91,27
1951-10-01,59.5,63.5,156.7,68.7,78.3,124.8,63.4,45.4,68,65.7,28.7,53,86.9,127.1,-64.6,29.6
1951-11-01,106.2,123.6,161.2,109.1,60.2,80.6,109.9,87.3,65,93.5,103.5,127.3,18.9,50.5,52.1,105.5
1951-12-01,98.1,95.8,74.8,108.2,51.8,82.8,98.9,96.2,50.7,73.2,140.1,154.2,4.4,60.2,164.2,142.2
1952-01-01,78.8,57.1,29.7,77.3,55.5,66.7,93.6,63.1,43.3,89.8,382.1,235.3,19.9,99.5,445.9,221.1
1952-02-01,39.4,38.3,22.4,43.1,21.1,28.1,51.2,57.9,40.5,65,157.9,196.5,22.2,54.8,186.7,211.3
1952-03-01,31.4,32,19,38.5,46.9,64.7,67.6,72.7,45.5,87.1,274.4,302.7,61,119.8,322.9,336.9
1952-04-01,8.7,6.2,5.8,5.2,43,66.4,72.6,67.5,106.9,157.3,223,334.1,141.2,217.4,289.8,396.4
1952-05-01,-0.9,-1.8,29.5,5,53.3,73.8,89.1,104.8,60.5,71.8,106.7,155.6,114.7,147.3,166.4,255.5
1952-06-01,-5.3,-4.5,37.5,19.1,113,64.8,38.1,27.6,53.3,42.1,36.4,78.3,171.5,111.4,37,86.8
1952-07-01,-5.8,9.2,102.1,46.6,118.3,135.3,52.9,63.9,76.9,44.3,24.8,55.7,201,170.4,-24.5,73
1952-08-01,4.7,34.5,121.9,69.2,83.4,87.7,88.2,72.7,51.7,36.5,24.4,39.5,130.4,89.7,-9.3,43
1952-09-01,40.9,71.8,169.5,85.8,33.3,51.8,80.4,73.9,37,29.8,20.2,40.7,29.4,9.7,-68.9,28.8
1952-10-01,105.9,132.2,235,124.1,26.6,16.2,24.3,46.7,31.6,26.9,21.6,56.5,-47.6,-89.1,-189.1,-20.9
1952-11-01,81.7,84.3,110.3,66.5,55.8,86,62.1,69.1,31.8,33.8,30,66.3,5.9,35.4,-18.3,69
1952-12-01,88,83,77,93.9,33.2,54.7,68.7,66.5,33.4,50.1,55.4,146.9,-21.4,21.7,47,119.6
1953-01-01,91.6,72.2,34.3,89.1,49.5,55.5,76.3,61.9,31.6,45.5,95.6,133,-10.4,28.7,137.6,105.8
1953-02-01,65.3,46.2,35.3,63.9,52.3,68.6,28.4,34.6,28,47.4,78.4,137.5,15,69.8,71.4,108.2
1953-03-01,35.3,29.8,21,32.9,52.6,63.3,75.2,92.2,45.2,100.7,177,262.5,62.6,134.3,231.2,321.8
1953-04-01,20.3,15.7,25.2,18.2,56.9,75.9,66.1,56.5,74.3,105.1,98.8,184.1,110.9,165.3,139.7,222.4
1953-05-01,1,0.2,20.4,15,113.6,80.5,109.4,130,105.5,86.6,124.7,227.8,218,166.9,213.7,342.8
1953-06-01,-6.4,0.3,36.2,20.6,98,75.5,58.6,44.2,96.7,50.9,50.1,72,201.2,126,72.5,95.6
1953-07-01,-2.3,24.6,96.7,60.2,98.7,78.1,61,52.9,73.7,41.8,30.2,46.6,174.7,95.2,-5.6,39.3
1953-08-01,7.3,37.9,117.7,65.9,85.2,63.2,65.4,67.2,58.2,31.6,25.8,55.4,136.1,56.9,-26.5,56.7
1953-09-01,70.6,92.2,188.2,100.1,78,74.1,62.8,88.7,36,25.3,19.4,45.8,43.3,7.2,-106,34.4
1953-10-01,50.9,64.6,152.9,66.4,28.2,32.3,17.2,25.6,32.6,24.4,16,42.5,9.9,-7.9,-119.6,1.7
1953-11-01,80.7,88.6,143.3,71.3,55.9,46.3,63.6,50.6,32.9,24.6,20,50.9,8,-17.8,-59.7,30.3
1953-12-01,123.6,121.9,124.2,113.3,66.1,66.7,66.3,63,38.1,32.9,29.5,113.5,-19.4,-22.3,-28.3,63.2
1954-01-01,124.4,103.5,44.3,124.1,65.2,44.7,68.7,60.9,36.2,30.9,65.9,86.7,-23,-27.9,90.2,23.6
1954-02-01,45.5,31,13.9,37.2,37.3,52.8,81,81,36.1,55.6,160.8,257.1,27.9,77.4,227.9,300.8
1954-03-01,76.8,57.2,30.9,59.1,47.4,65.6,125.6,91.6,41.9,86.2,234.9,291.7,12.5,94.6,329.6,324.2
1954-04-01,24.2,13.1,7.3,14.3,94,110.7,128.5,100.7,111.8,113.8,201.3,380.4,181.7,211.4,322.6,466.8
1954-05-01,8.3,6.7,37.4,12.4,99.3,57.5,30.1,41.1,142.5,80.7,40.8,209.8,233.5,131.5,33.5,238.5
1954-06-01,-5.4,-1.8,37.1,16.3,80.2,131.6,61.9,68.4,84.4,68.2,26.8,80.3,169.9,201.6,51.6,132.4
1954-07-01,-4.2,20.3,90,53.4,30.8,67,48.1,25.8,47,37.2,22.9,41.9,81.9,83.8,-19,14.3
1954-08-01,15.6,54.5,129.4,78.9,54.7,62.4,67.7,94.4,37.9,27,32.7,36.1,77,34.9,-29,51.7
1954-09-01,44.3,55.7,143.7,68.8,91,116.9,51.9,81.4,33.3,32.6,22.5,55.5,80,93.7,-69.3,68.1
1954-10-01,68.5,70.9,165,63.5,64.1,146.1,217.2,103.5,42.4,112.9,222.7,102.6,38,188,274.9,142.6
1954-11-01,81,85.9,138.5,75.8,36,48.9,58.4,88.4,38.6,63.2,75.5,122.5,-6.4,26.3,-4.7,135.1
1954-12-01,107.4,110.9,94.1,106.5,21.7,52,62.2,93.1,36,54.7,125.5,181.9,-49.7,-4.2,93.6,168.5
1955-01-01,103.1,98,48,108.9,44.4,54.6,54.6,41.2,35.2,55.7,140.4,162.6,-23.5,12.3,147,95
1955-02-01,72.4,44.7,16.3,38,38.5,41.9,61.5,52.1,31.6,44.6,147.3,104.8,-2.3,41.8,192.5,118.9
1955-03-01,58.9,48.8,22.4,56.2,91,49.9,86.4,94.6,35.9,87.6,345.2,423.7,68.1,88.7,409.2,462.1
1955-04-01,2.6,0.7,1.6,1.4,45.8,70.3,86.1,64.3,96.1,116.9,146.7,343.5,139.4,186.5,231.1,406.4
1955-05-01,-0.4,-1.2,30.8,4.8,78.4,67.6,50.7,69,55.3,51.3,59.7,87.3,134,120.1,79.5,151.4
1955-06-01,-5.7,4.1,52.5,24.4,53.6,52.7,49.1,23.3,39.2,36.8,30.8,58.9,98.5,85.4,27.3,57.7
1955-07-01,-3.6,15.6,84,61.3,86.4,57,49.9,50.4,36.4,23.9,22.3,33.1,126.4,65.3,-11.7,22.2
1955-08-01,20.2,58.6,139.2,80.3,89.4,68.9,106,119.9,39.2,22,24.9,33.6,108.4,32.3,-8.2,73.2
1955-09-01,66.7,87.3,170.5,92.7,94.1,31.2,54.7,52.7,31.8,18.5,14.9,30.5,59.2,-37.6,-100.9,-9.6
1955-10-01,55.6,70.7,174.1,62.7,104,98,137.2,212.3,37.3,26,24.3,146.5,85.7,53.3,-12.6,296.1
1955-11-01,115.5,139.8,168.5,119.9,84,69.8,80.5,41.6,39.1,38.5,73.6,177.8,7.7,-31.5,-14.4,99.6
1955-12-01,123.8,132,74.9,130.4,56.9,49.7,38.3,47.5,36.3,35.1,49.9,129,-30.5,-47.2,13.2,46.1
1956-01-01,74.5,65.6,29.9,85.4,35.7,21.8,44.8,41.1,35.3,30.8,22.9,83.4,-3.5,-13,37.8,39
1956-02-01,51.8,42.8,16.2,44.2,20.5,39,73.5,54.7,32.6,30.6,136.1,110.6,1.3,26.8,193.4,121.1
1956-03-01,37.5,37.9,18.8,50.7,21.2,49,94.7,78.3,30.7,66.5,208.2,335.5,14.4,77.6,284.1,363
1956-04-01,21.7,14.7,4.6,13.6,43.3,72.6,96.5,96.2,80.3,103.9,131.3,481.9,101.9,161.8,223.2,564.4
1956-05-01,3.1,1,14.4,4.1,85.9,90.9,127.2,108.7,86.2,116.1,188,310,169,206,300.8,414.5
1956-06-01,-4.4,-3.6,30.4,11.3,68.2,66.2,64.9,36.1,47,48.2,53.1,123.6,119.6,118,87.6,148.3
1956-07-01,-4.5,8.4,64.3,40.8,82.8,94.2,92.9,69.1,46.4,45.9,28,59.1,133.6,131.7,56.6,87.4
1956-08-01,3.3,27.7,95.1,54.9,75.8,97.7,164.7,114.7,34.6,36.5,48.4,50.6,107.1,106.4,118,110.3
1956-09-01,45.5,75.1,155.4,89.4,66.2,52.6,56.2,73.5,34,34.2,37,82.1,54.8,11.7,-62.3,66.2
1956-10-01,42.4,50.9,125.3,58.9,24.1,20,24.5,31.8,31.1,30.7,17.5,53.9,12.8,-0.2,-83.3,26.8
1956-11-01,91.8,120.8,155.5,79.9,66.8,61.7,60.3,56.1,34.9,33.1,19.9,63.8,10,-26,-75.4,40.1
1956-12-01,89.2,101.7,63.4,101.4,66.5,50.1,64.8,60.6,34,41.7,57.2,157.5,11.3,-9.9,58.5,116.7
1957-01-01,77.6,83.3,40.3,98,43.2,52.9,73.1,76.8,31.9,37.8,76.5,169.8,-2.5,7.4,109.3,148.6
1957-02-01,25.9,28.6,12.6,36.8,36.1,31.5,53.6,44.3,28.8,39.9,79.8,138.5,39.1,42.8,120.8,146
1957-03-01,20.7,22.4,11.4,33.4,35.8,36.6,36.6,37.3,35.6,59.3,71.8,221.9,50.7,73.4,97.1,225.7
1957-04-01,12.6,9.4,6,16.8,52.7,78.7,128.3,75.7,94.4,85.2,240.4,221.8,134.5,154.4,362.7,280.8
1957-05-01,1.1,1,22,8.5,53.9,90.9,82.1,77.3,62.7,68.5,70.3,147.6,115.5,158.4,130.4,216.3
1957-06-01,-4.1,-5.5,34.7,11.6,90.3,98.3,133,100.4,49.8,45.6,57.7,79,144.2,149.4,156,167.8
1957-07-01,-5.2,5.4,72,52.7,51.5,70.2,96.8,55.8,56.3,74.7,59.4,69,113,139.5,84.2,72.2
1957-08-01,6.3,49.1,123.8,90.8,42.4,54.5,59.5,27.1,33.8,24.2,13,43.6,69.9,29.6,-51.3,-20.1
1957-09-01,46.7,67.8,126.2,72.5,99.3,84.4,113.3,90.4,33.3,29.2,19.7,43.7,85.9,45.8,6.8,61.5
1957-10-01,59.4,72.9,167.5,74.7,32.8,75.7,64.7,41.7,32.5,32.5,23.4,37.6,5.9,35.3,-79.5,4.6
1957-11-01,92.4,103.6,136,91.4,89.6,89,68.9,59.3,40.5,60.2,47.2,63.5,37.7,45.7,-19.9,31.4
1957-12-01,95.7,99.1,68.7,90,39.8,72.5,85.4,81,37.5,65.9,140.6,167.3,-18.3,39.3,157.3,158.3
1958-01-01,69.3,69,39.4,103,36.8,40,48.4,62.4,36.5,46.1,45.7,93.9,4,17.1,54.7,53.4
1958-02-01,62.7,57.8,23.6,69.8,23.3,30,29,79.5,32.3,34.2,44.1,71.3,-7,6.4,49.5,81
1958-03-01,19.7,15,10.9,17.1,14.7,14.1,19.4,20.3,35.1,60.3,87.1,251.6,30.1,59.4,95.6,254.8
1958-04-01,16.9,9.8,5,13.4,33.7,43.5,75,63,55.9,59,70,299.4,72.7,92.6,140,349
1958-05-01,6.2,3.8,19.9,9.9,49,35.1,52.3,47.4,37.7,32.7,39.9,141.2,80.5,63.9,72.4,178.7
1958-06-01,-1.6,4.2,46.1,34.4,85.7,69.1,109.4,73.9,39,25.4,55.5,108.6,126.3,90.3,118.8,148.1
1958-07-01,-1.6,9.3,48.5,30.1,90.4,72.9,107.7,75.3,52.4,31.2,65.2,64.8,144.4,94.9,124.4,110
1958-08-01,32.7,51.5,111,72.2,107.9,70,100,96.6,36.7,21.7,62.8,51.1,111.9,40.2,51.8,75.5
1958-09-01,42.7,54.8,122.7,67.6,76.1,87.7,107.4,108.8,43.7,24.3,39.3,90.9,77.1,57.2,24,132.1
1958-10-01,58,69.9,163.9,83.7,47.4,57.7,52,64.9,37.3,25.1,17,92,26.7,12.9,-94.9,73.2
1958-11-01,101.8,113.8,137.6,91.1,99.1,77.9,97.7,76.1,45.2,34,58.6,115.7,42.5,-1.9,18.8,100.7
1958-12-01,130,139.6,80.5,138.7,60.4,53.9,29.5,51,42.1,29.2,33,112.8,-27.6,-56.5,-18,25.1
1959-01-01,99.2,74.2,20.2,85.6,34.6,57.7,115,90.7,38.1,27.4,140.9,160.4,-26.5,10.9,235.7,165.6
1959-02-01,39.3,33.6,12.2,60.4,21.6,59.4,75,67.5,34.5,33.9,190.9,155.6,16.9,59.7,253.7,162.6
1959-03-01,25.6,22,14.6,38.9,32.4,55.4,73.2,53.4,38.1,76.5,168.5,292.6,44.9,110,227.1,307.1
1959-04-01,12.2,3.7,0,5.1,29.9,88.3,98.8,75.6,57.9,146.4,151.4,467.7,75.5,231,250.2,538.2
1959-05-01,-0.8,-5,-4.1,-1.5,109.2,79,80,59.5,80.3,86.7,84.4,125.2,190.3,170.7,168.4,186.3
1959-06-01,-4.1,-5.8,29.4,-1.5,62.9,36.4,42.9,37.2,48.6,35.2,27.6,48.7,115.6,77.4,41.1,87.4
1959-07-01,-5,-2,55.7,14.7,55.1,77.2,77.7,86.2,37.9,27,16.2,48.1,98.1,106.1,38.1,119.6
1959-08-01,2.2,7.2,75.1,43.6,156.2,125.9,52.9,55.8,34.5,27.4,12.6,38.1,188.6,146.1,-9.6,50.4
1959-09-01,49.5,71.5,162.6,94.7,130.1,99.1,77,61,47.9,31.9,12.9,37.6,128.4,59.5,-72.7,4
1959-10-01,84.8,85.1,187.3,90.7,101.2,121.3,132.2,115.9,66.8,51,46,90.1,83.2,87.1,-9.1,115.4
1959-11-01,119.5,125.4,151.9,102.1,50.7,83.7,81.7,74.1,52.6,67.3,69.8,146,-16.2,25.6,-0.4,118
1959-12-01,82.7,77.2,56.7,89.1,35.4,69.4,81.6,106.2,39.8,63.5,114.9,258.7,-7.5,55.7,139.8,275.7
1960-01-01,77.6,61.1,39.4,84.3,48.4,67.3,76.4,68.7,38.8,62.7,127.9,175.7,9.6,68.9,164.9,160.1
1960-02-01,53.3,46.1,27.7,51.9,30.4,53,62.9,104.8,32.9,50.6,115,213.3,10,57.5,150.1,266.1
1960-03-01,40.6,39,19.5,57.7,28.3,41.1,38.4,41.6,33.2,55.2,87.4,175.7,20.9,57.3,106.3,159.6
1960-04-01,10.9,2.9,0.6,5.7,110.3,87.2,70.9,76,101.7,183,146.9,561.7,201.1,267.3,217.2,632
1960-05-01,2.2,-2.4,-3.9,-3.8,98.7,125.9,92.6,104.7,137.4,187.3,73.6,210.1,233.9,315.7,170,318.5
1960-06-01,-3.3,-5.4,25.1,-1,64.5,95.2,96.6,77.4,54.1,69.4,62.6,123.3,122,169.9,134.1,201.7
1960-07-01,-3.3,1.9,70.7,33,76.6,83.5,63.9,44.5,33.3,49.1,21.8,48.8,113.2,130.7,14.9,60.3
1960-08-01,7.3,20.8,94.1,60.5,66.7,72.1,66.1,66.9,30.8,35.3,15.4,35.5,90.1,86.6,-12.5,42
1960-09-01,51.2,53.8,123.1,67.4,71.8,73.3,42.5,15.8,30.7,33.2,10.7,28.9,51.2,52.8,-69.9,-22.7
1960-10-01,66.4,73.7,168.5,92.9,62.6,59.9,40.2,67.8,29.9,31.4,10.4,37.2,26.1,17.6,-117.9,12
1960-11-01,88.6,92.9,120.2,66.9,73.8,68.1,50,49.7,39.5,47.1,13.1,55.6,24.7,22.3,-57.2,38.4
1960-12-01,117,133.2,101.6,134.8,37.3,38,26.9,37.6,36.2,36.5,10.2,46.6,-43.5,-58.7,-64.4,-50.5
1961-01-01,79,67.2,22.6,92.7,27.5,26.3,17.8,28.1,31.4,29.2,11.4,40.9,-20.1,-11.6,6.6,-23.7
1961-02-01,31.6,21.5,5.2,28.3,35.4,34.5,79,73.8,28,32.7,71.5,119,31.8,45.7,145.3,164.5
1961-03-01,27.8,17.6,13.1,27.8,50.9,64,70.2,62.8,36.4,67.3,132.4,260.1,59.5,113.8,189.4,295.2
1961-04-01,13.9,8.4,4.2,10.4,42.2,57.1,164.2,103.3,71.4,79.2,219.2,303.2,99.8,128,379.1,396.1
1961-05-01,4.3,1.9,17.6,0.7,75.4,39.1,55.6,77.6,88.1,68.1,66.7,193.1,159.1,105.3,104.7,270.1
1961-06-01,-2.8,-0.6,29.9,3.4,57.8,82.1,91.1,104.7,50.7,41.8,36.2,126,111.2,124.5,97.4,227.3
1961-07-01,-3.2,3.8,43.6,15.1,51.7,74.2,90,72.7,38,38.9,19.1,69.8,92.9,109.4,65.5,127.4
1961-08-01,15.3,29.8,97.4,61.6,40.7,68.2,107.4,72.5,30.3,32.8,22.2,47,55.7,71.1,32.2,57.8
1961-09-01,62.9,64.5,129.4,72.7,126.3,152.1,69.6,27.1,39.2,41,16.8,39,102.7,128.7,-42.9,-6.5
1961-10-01,66.2,65,163.3,80.4,64.8,59.2,41.7,41.2,48.6,42.5,12.9,36.2,47.2,36.7,-108.7,-3.1
1961-11-01,84.2,91.2,145.8,84.4,65.5,65.4,68.8,85.9,47.4,59.9,30.5,68.3,28.6,34.2,-46.5,69.8
1961-12-01,108.8,112.1,97.7,109.8,50.9,57,54.6,62.5,39.8,53.4,33.8,106.3,-18.1,-1.7,-9.3,58.9
1962-01-01,111.9,84.7,34.1,111.4,52.1,76.9,70.6,75.9,35.9,41.3,74.8,107.5,-23.9,33.4,111.3,72.1
1962-02-01,41.9,32,6,51,52.4,57.8,56.6,65.7,31.7,38.8,65.2,67.8,42.1,64.6,115.8,82.5
1962-03-01,19.5,14.2,8.9,22.7,13.6,24.3,32.1,22.6,38.1,90,166.9,238.2,32.2,100.1,190.1,238.1
1962-04-01,16,8.1,5.6,9.8,43.1,47.8,38.7,63.2,57,94.4,57.1,294,84.1,134.2,90.2,347.4
1962-05-01,-1.4,-4.1,0,-2.1,90.6,65.1,38.8,59.5,88,86.7,25.9,105.3,180,155.9,64.7,166.9
1962-06-01,-2.9,-4.4,21.1,-0.2,44,60.8,80.7,60.1,47.7,37.5,16.8,38.6,94.6,102.7,76.3,98.8
1962-07-01,-2.5,9,81.6,55.4,50.8,62.7,71.8,68.5,32.4,25.2,10.1,32.5,85.7,78.9,0.3,45.6
1962-08-01,9.6,25.1,86.1,47.9,95.5,73.4,80.8,72.9,34.3,22,10.4,50,120.2,70.3,5.2,75
1962-09-01,56.4,74.6,151.4,90.8,89.4,82.2,97.5,109.7,36,23.5,9.7,41.2,69,31.1,-44.2,60.1
1962-10-01,57.4,62.7,132.5,65.1,29.5,71.7,70.6,82.4,33.9,28.8,14.3,73.2,6,37.9,-47.6,90.4
1962-11-01,72.7,81.2,111.3,77.2,26.7,29.5,67.5,52.1,34.3,31,33.2,103.9,-11.7,-20.6,-10.5,78.8
1962-12-01,122.6,116.8,93.2,118.4,53.9,70.3,70,73,32.6,32.8,24.6,93.6,-36.1,-13.7,1.4,48.2
1963-01-01,91.1,71.4,19.1,88.1,42.5,46.7,29.6,51.4,32.1,31.1,20.4,58.4,-16.5,6.3,30.9,21.7
1963-02-01,38.4,28.9,8.2,50.5,33.7,28.2,22.9,35,28.8,25.6,13.4,47.8,24.2,24.9,28.1,32.3
1963-03-01,21.5,12.1,7.8,19.8,47.3,59.1,72.1,59.1,35.8,65,208.1,278.2,61.6,112.1,272.4,317.5
1963-04-01,10.1,4.1,2.7,6.5,64.8,53.8,74.9,74.9,60.5,78.4,66.6,346.2,115.2,128.1,138.8,414.6
1963-05-01,1.1,-0.7,0.9,0.7,52.1,79.7,54.4,79.9,59,63.6,28.9,152.7,110,144,82.4,231.9
1963-06-01,-4.3,-4.9,20.2,0.8,95.7,47.1,41.9,19.4,70.4,35.7,19.6,55.2,170.4,87.8,41.3,73.9
1963-07-01,-5,0.7,65.1,26.7,42.2,78.4,62.7,49.1,37,22.8,11.1,33.1,84.2,100.6,8.8,55.5
1963-08-01,7.9,37.4,111.8,69.6,75.9,75.3,67.2,91.5,33.6,20.8,11.5,40.3,101.6,58.7,-33.2,62.2
1963-09-01,39.4,55.1,130.5,83.2,48.3,66.5,36.2,32,32.3,20,6.9,31.7,41.2,31.5,-87.4,-19.4
1963-10-01,33.6,41.9,114.2,53.2,24,29.4,18.8,10.4,30.9,19.7,6.2,30.6,21.3,7.2,-89.2,-12.2
1963-11-01,88.5,86.7,147.4,69.4,56.3,68.2,77.5,128.5,32.2,25.3,12.1,49.5,-0.1,6.9,-57.7,108.6
1963-12-01,140.8,130.3,115.4,134.2,59.2,62.4,48.3,74.2,32.8,29.6,14.8,93.8,-48.9,-38.3,-52.3,33.8
1964-01-01,80.8,59.8,31.4,78.9,49.4,46.5,51.7,61.4,32.6,33.6,35.7,124.7,1.3,20.3,56,107.2
1964-02-01,65.3,51.2,25.4,60.6,31.1,19.6,33.5,31,31.9,27.7,17.3,81,-2.3,-4,25.4,51.4
1964-03-01,61.1,43.2,16.7,38.8,45.1,53.4,106.7,80.2,36.4,41.1,149.2,271.9,20.4,51.3,239.2,313.3
1964-04-01,13.6,11.3,4.1,11.4,86.4,80.2,112.5,80.4,78.2,65.4,155.8,249.1,151,134.3,264.3,318.1
1964-05-01,-1.5,-3.2,25.9,0.4,110.8,71.1,66.2,63.6,119.1,65.7,44.3,125.1,231.4,139.9,84.7,188.2
1964-06-01,-3.3,-0.7,38.5,15.4,79.2,37.3,53.1,35.5,72.5,27.2,19.7,49.6,155,65.2,34.3,69.7
1964-07-01,-1,14.9,89,42.1,51.4,86.9,67.8,76.8,55.6,22.7,9.9,34.4,108,94.8,-11.4,69.1
1964-08-01,32.4,57.7,129.8,80.2,101.2,104.5,148.2,106.4,43.6,21.7,16.7,32.9,112.4,68.5,35.1,59.1
1964-09-01,57.6,67,162.3,79.4,102.4,98,37.6,20,48.1,25.1,8.4,26.1,92.9,56.2,-116.3,-33.4
1964-10-01,67.8,81.3,168.9,83.9,53,33,34.9,36.1,54.9,32.5,8.2,27.2,40.1,-15.8,-125.8,-20.5
1964-11-01,89.3,80.6,122.8,78.3,57.7,73.1,34.8,54.9,52.7,31.4,10.5,35.4,21.1,23.9,-77.6,12
1964-12-01,118.3,112.4,80.6,98.9,68.8,63.4,80.8,71.9,49.3,41.5,33.9,82.3,-0.1,-7.5,34.1,55.2
1965-01-01,110.4,77.3,47.1,114.9,50.9,82.2,108.4,80.7,43.6,40.2,79,82,-15.9,45.1,140.2,47.8
1965-02-01,53.6,43.3,22.4,57.6,68.3,66.6,75,105.2,40.2,53.1,107.2,167.5,54.9,76.5,159.8,215.1
1965-03-01,31.8,31.8,19.4,44.2,42.6,50.5,73.5,45.7,45.3,70.3,159.1,142.5,56.1,89,213.3,144
1965-04-01,8.8,5.4,2.5,13.3,42,74.2,50.3,65.2,89.2,129.8,132,284,122.5,198.5,179.7,335.8
1965-05-01,-1.6,-3.1,7.5,-0.5,103.7,66,60.8,27.6,106,96.2,38,120.7,211.3,165.4,91.2,148.8
1965-06-01,-3.4,-2.5,41.6,13.2,62.1,52.3,63.9,47.6,58.2,33,17.8,40,123.7,87.8,40.1,74.5
1965-07-01,-2.6,8.3,79,47.5,79.3,59.3,62.5,66.6,38.8,21.4,9,31.6,120.6,72.5,-7.5,50.8
1965-08-01,18.2,35,105.2,68.4,81.4,108.7,94.2,98.3,36.4,28.2,8.8,30.5,99.6,101.9,-2.2,60.4
1965-09-01,53.8,46.9,106.1,54.6,135.7,162.9,67.1,83.6,42.4,47.5,9.9,38.3,124.4,163.5,-29.1,67.3
1965-10-01,64.9,72.7,178.9,88.1,58.1,65,90.2,93.7,66.6,65.3,25.9,84.1,59.8,57.5,-62.8,89.7
1965-11-01,104.5,79.7,122.3,73.5,100.4,78.9,71.2,103.6,53.5,65.1,36.5,147.1,49.3,64.3,-14.6,177.2
1965-12-01,90.7,72.6,68.1,65.6,54.7,76.7,70.7,56.9,53.1,88.8,76.7,190.8,17.1,92.9,79.4,182.2
1966-01-01,120.8,82.9,56,114.3,64,47.6,40.7,79,52.6,67.9,56.4,139.7,-4.1,32.6,41,104.3
1966-02-01,40.8,30.1,15,41,34.7,42.3,48.3,59.4,44.8,65,78.5,151.1,38.8,77.2,111.9,169.5
1966-03-01,35.8,22.3,15.2,36.8,68.4,71,66.4,58.6,63.1,95.5,96.1,317.4,95.7,144.2,147.3,339.2
1966-04-01,15.5,9.1,7.1,14.9,37.2,60.7,86.9,43.7,95.5,87.2,70.6,178.1,117.2,138.8,150.4,206.9
1966-05-01,12.1,8.7,29.3,14,43,47.1,49.2,38.6,116,68.1,77.8,120.3,146.9,106.5,97.7,144.8
1966-06-01,-5.3,-1.4,17.4,7.1,45.9,43.9,76.6,54.8,76,49.2,20.4,65.5,127.1,94.5,79.6,113.2
1966-07-01,-4.1,17.2,86.9,56.3,52.5,45.3,71.8,37.3,47.9,24.4,32.2,28.9,104.5,52.5,17.2,9.9
1966-08-01,12.6,44,106.8,63.9,115.4,81.1,85.4,74.7,46.4,22.2,12.3,32,149.2,59.3,-9.1,42.7
1966-09-01,66.8,81.9,161.8,95.5,49.5,51,71,90,39,20.4,8.8,37,21.7,-10.5,-81.9,31.5
1966-10-01,86.7,86.7,171.4,82.8,91.6,55.9,35.9,27.8,50.1,31.4,8.8,36.4,55,0.6,-126.7,-18.6
1966-11-01,116.2,89.3,102.2,62.8,54,120.2,131.4,121,48.6,53.9,58.9,71.2,-13.7,84.8,88.1,129.4
1966-12-01,120.2,99.4,94.4,109.3,56.6,79.9,111.9,84.6,47.9,91.5,181.1,195.6,-15.7,72.1,198.6,170.8
1967-01-01,74.9,65.8,41.5,92.5,68.7,77,35.5,48.7,44.7,60.4,48.5,133.7,38.4,71.7,42.5,89.8
1967-02-01,67.8,57.1,39.4,82.8,48.8,52.5,40.1,40.7,41.9,53.9,79.7,101.1,22.9,49.3,80.3,59.1
1967-03-01,34.8,24.9,13.6,34.3,35.8,34.2,40.8,24.3,49.1,83.8,162.7,148.4,50.1,93.1,189.9,138.4
1967-04-01,13.8,7.8,2.7,15.4,60.5,98.2,86.5,68,113.7,169.4,115.2,255.1,160.5,259.9,199,307.7
1967-05-01,7.3,5.1,19.2,7,31.1,46.8,81.2,75.5,90,94,103.7,160.8,113.8,135.7,165.7,229.3
1967-06-01,-5,-3.7,21.9,7,102.5,133.3,96.3,77.8,69.8,74.1,29.5,83.7,177.3,211,103.9,154.5
