DATE,SUP_EVAP,MHG_EVAP,ERI_EVAP,ONT_EVAP,SUP_PREC,MHG_PREC,ERI_PREC,ONT_PREC,SUP_RUNO,MHG_RUNO,ERI_RUNO,ONT_RUNO,SUP_NBS,MHG_NBS,ERI_NBS,ONT_NBS
1925-10-01,,,,,66.3,76.8,83.1,85.1,19,33.6,38.8,152.7,,,,
1925-11-01,,,,,40.1,49.3,87.1,77.2,19.1,60.7,101.5,240.3,,,,
1925-12-01,,,,,42.2,54.1,37.8,51.3,15.4,46.6,35.9,189.9,,,,
1926-01-01,,,,,46.1,39,54.6,49.8,13.5,42.9,61.6,119,,,,
1926-02-01,,,,,32.6,52.9,71.9,64.3,10.1,35.1,124.7,82.1,,,,
1926-03-01,,,,,56.1,70.3,55.6,53.1,13.9,54,134.7,190.3,,,,
1926-04-01,,,,,28.6,47.8,96.5,74.4,34.4,131.1,164.5,571.7,,,,
1926-05-01,,,,,34.3,64.4,30.7,30.7,42.5,106.4,16.4,298.8,,,,
1926-06-01,,,,,124.8,98.5,80.5,68.3,48.4,66.6,15.3,118.1,,,,
1926-07-01,,,,,105.3,58.9,42.9,69.3,56.6,45,8,65.6,,,,
1926-08-01,,,,,79.8,78.2,146.8,120.9,31.1,39,24.9,64.5,,,,
1926-09-01,,,,,156.4,95.2,178.3,120.1,46.5,40.2,148.1,71.1,,,,
1926-10-01,,,,,86.1,80.3,126.5,109.2,50.3,52.8,142.9,151.9,,,,
1926-11-01,,,,,123,116.3,74.4,96.5,36.5,93.6,80.3,317.5,,,,
1926-12-01,,,,,68.8,50.7,49.8,51.8,28.9,58.6,45.5,158.8,,,,
1927-01-01,,,,,35,38.2,44.2,34.5,21.1,46.3,99.8,134.3,,,,
1927-02-01,,,,,48.9,30.5,54.9,63.5,17,43.3,150.4,144.6,,,,
1927-03-01,,,,,49.9,52.4,60.5,41.4,27.1,125.5,179.5,413.1,,,,
1927-04-01,,,,,39.9,59.1,55.1,33.3,120.8,96.5,83.6,207.4,,,,
1927-05-01,,,,,120.4,112.4,95.5,89.4,133.9,98.3,82.3,238.2,,,,
1927-06-01,,,,,63.2,51.6,54.9,48.3,71.7,64.1,35.3,98,,,,
1927-07-01,,,,,109.9,81.7,103.1,109.2,60.8,46.3,8.2,73.8,,,,
1927-08-01,,,,,33.4,23.3,41.1,51.1,28.5,30.1,8.9,54.8,,,,
1927-09-01,,,,,80.4,112.1,54.6,36.1,17.9,25.3,4.9,53.7,,,,
1927-10-01,,,,,74,66.6,51.6,90.9,26,39.9,5.5,114.1,,,,
1927-11-01,,,,,75,102.2,166.1,161.5,28.9,46.8,47.7,343.6,,,,
1927-12-01,,,,,78.8,78.1,90.4,89.2,23.9,58.9,222.1,458.9,,,,
1928-01-01,,,,,58.1,48.4,44.2,61,19.7,49.3,92.3,274.4,,,,
1928-02-01,,,,,27.3,56.3,49.8,58.4,16.3,47.9,129.3,173.8,,,,
1928-03-01,,,,,33,59.7,52.3,64,18.3,101.5,74,313.7,,,,
1928-04-01,,,,,74.2,76.2,53.3,71.1,72,205.8,84,494.8,,,,
1928-05-01,,,,,41.6,48.1,45.2,37.8,94.1,149.8,22.6,219.7,,,,
1928-06-01,,,,,113.9,104.3,131.8,108,81.9,62.9,73.3,158.9,,,,
1928-07-01,,,,,94.1,77.1,99.1,99.1,76.2,67.1,33.8,100.3,,,,
1928-08-01,,,,,102.2,92.2,63.8,78,50.6,53.6,6.9,101.7,,,,
1928-09-01,,,,,100.7,89.5,44.2,55.9,72.8,66.3,2.9,75.7,,,,
1928-10-01,,,,,112.1,104.8,75.2,80.5,86.5,133.4,4.5,133.6,,,,
1928-11-01,,,,,28.7,88,70.1,88.9,55,120.3,18.1,166.9,,,,
1928-12-01,,,,,36,46.7,44.2,38.6,31.9,90,33,213.3,,,,
1929-01-01,,,,,84.4,95.4,107.2,104.4,20.8,85.9,134.1,255.3,,,,
1929-02-01,,,,,30.5,30.5,36.8,38.6,15.1,56.5,69.2,101.9,,,,
1929-03-01,,,,,52.2,58.6,71.6,80.3,21.6,145.8,161,441.3,,,,
1929-04-01,,,,,46.6,130.8,148.3,123.7,56.2,210.5,171.8,449.6,,,,
1929-05-01,,,,,62.8,77.1,96,81,57.1,150.2,112.7,362.6,,,,
1929-06-01,,,,,58.7,76.5,65,48.3,47.7,64.6,16,101.2,,,,
1929-07-01,,,,,71.7,54.4,74.7,75.2,31,56.2,50.6,87.9,,,,
1929-08-01,,,,,43.8,40.3,25.4,44.2,18,36.3,10.5,76.2,,,,
1929-09-01,,,,,106.6,49.1,56.9,50.3,15.5,29.4,4.6,62.3,,,,
1929-10-01,,,,,83.7,82.8,87.9,70.6,18.6,32.4,32.6,110,,,,
1929-11-01,,,,,54.4,50.5,87.4,79.8,23,40.7,77.6,131.4,,,,
1929-12-01,,,,,54.8,57.7,99.8,80.8,15.3,35.6,116.5,148.8,,,,
1930-01-01,,,,,42.9,60.8,119.6,97,14.8,60.7,317.4,412.2,,,,
1930-02-01,,,,,39.4,49.2,54.1,48.3,13.2,71.8,107.5,201,,,,
1930-03-01,,,,,34,45,68.1,92.2,13.7,78.6,103.4,352.1,,,,
1930-04-01,,,,,28.4,47.7,56.6,41.1,36.6,110.9,86.5,383.5,,,,
1930-05-01,,,,,73.1,67.4,46.7,67.3,93.5,87.8,15.9,182.7,,,,
1930-06-01,,,,,103.3,93.4,69.9,76.2,66.7,87.5,10.3,117,,,,
1930-07-01,,,,,57.7,48.4,27.7,63.5,61.2,76.1,3.4,78.6,,,,
1930-08-01,,,,,25,21.1,23.9,31,19.5,27,2.2,52.8,,,,
1930-09-01,,,,,105.2,51.8,66.5,48.5,16.4,21.7,2.9,49.7,,,,
1930-10-01,,,,,73.5,52.1,50,41.7,20.1,24.1,3.7,52.3,,,,
1930-11-01,,,,,68,35.7,40.6,33.5,38.6,25.2,4,47.4,,,,
1930-12-01,,,,,41.7,36.9,29.7,34,22.3,28,13.1,60.1,,,,
1931-01-01,,,,,38.5,40.7,52.2,63.3,13,23,19.5,46.7,,,,
1931-02-01,,,,,28.1,19.4,42.1,36.3,10.2,24,23,50.7,,,,
1931-03-01,,,,,32.5,58,52.1,69.5,10.3,32.6,40,153.8,,,,
1931-04-01,,,,,30.7,36.2,79.5,58.5,34.6,64.6,66.9,315.4,,,,
1931-05-01,,,,,75,77.3,56.4,103.7,65.2,56.7,25.8,227,,,,
1931-06-01,,,,,77.2,64.3,85.8,62.7,58.7,32.5,19,95.8,,,,
1931-07-01,,,,,65.6,60.3,89.9,69.9,19.6,19.7,8.4,75,,,,
1931-08-01,,,,,63.2,48.3,62.2,41.7,13.1,17,3.9,51.7,,,,
1931-09-01,,,,,116.9,131.2,88.9,91,13.2,19.8,6.8,67.2,,,,
1931-10-01,,,,,108.1,88.4,60,57.3,22.3,25.6,6.7,75.2,,,,
1931-11-01,,,,,89.2,97.4,70.3,56.1,31.7,52.9,12.6,128.3,,,,
1931-12-01,,,,,30.3,52.2,58.8,66.9,16.4,53.4,59.8,178.4,,,,
1932-01-01,,,,,79.7,74.9,113.9,121.4,11.1,70.2,180.1,312.2,,,,
1932-02-01,,,,,67.2,52.6,34.2,64.9,11.7,61.9,62,221.2,,,,
1932-03-01,,,,,56.9,48.4,45,81.5,13.1,57.2,52.9,157.6,,,,
1932-04-01,,,,,32.4,46.5,48.8,73,80.9,102.3,54.9,542.1,,,,
1932-05-01,,,,,69.9,81.1,111.7,65.8,97.2,70.8,43,228.1,,,,
1932-06-01,,,,,51.7,50.1,35.1,44.8,41.3,32.9,9.6,73,,,,
1932-07-01,,,,,121.2,75.6,98,87.2,30.7,25,10.9,97.2,,,,
1932-08-01,,,,,117.3,79.2,54.7,89.6,29.4,19.3,3.2,65.8,,,,
1932-09-01,,,,,48.4,64.7,79.5,63.1,17.1,28.1,5.9,53,,,,
1932-10-01,,,,,85.9,123.9,84.7,74.4,17.2,35.9,7,164.7,,,,
1932-11-01,,,,,84.6,46.5,71.9,98.9,41.5,63.6,35.9,214.9,,,,
1932-12-01,,,,,71.6,70.7,86.4,67.2,21.9,55.5,99.2,156.7,,,,
1933-01-01,,,,,42.4,38.5,40.5,34.8,18.4,54.6,91.9,187.1,,,,
1933-02-01,,,,,64.2,58.1,44.7,56.2,16.4,40.6,46.9,106.3,,,,
1933-03-01,,,,,40.4,54.9,77.9,74,18.7,48.5,166.8,211.1,,,,
1933-04-01,,,,,66.1,83.5,68.7,80,70.8,144.7,124,484.3,,,,
1933-05-01,,,,,46.9,114.1,74.4,53.8,93.3,109.1,146.6,200.6,,,,
1933-06-01,,,,,65,66.2,35.3,38.9,52.1,46.9,7.3,85.3,,,,
1933-07-01,,,,,71.9,48.1,35.9,22.7,18.7,29.9,5,46.8,,,,
1933-08-01,,,,,44,42.6,65.3,107.3,15,24.7,3.6,44.6,,,,
1933-09-01,,,,,121.7,78,65.5,49.5,14.4,18,8.3,41.1,,,,
1933-10-01,,,,,96.7,102.8,49.7,52.5,20.1,25.1,10.4,48.7,,,,
1933-11-01,,,,,79.4,65.4,66.4,90.3,22.7,28.1,12,58.1,,,,
1933-12-01,,,,,55.7,67,50.6,81.9,17,35.5,20.6,112.9,,,,
1934-01-01,,,,,60.9,34.3,48.1,52.5,15.2,37.1,32.1,140.6,,,,
1934-02-01,,,,,26,19,19.7,44.3,12,27,6.3,61.8,,,,
1934-03-01,,,,,44.8,51.5,73.8,66.2,14.7,41.5,73.4,190.4,,,,
1934-04-01,,,,,47.9,49.5,73.6,60,52,104.6,94.6,346.1,,,,
1934-05-01,,,,,34.3,34.6,14.1,26.5,143.3,75.7,7.5,100.9,,,,
1934-06-01,,,,,58.1,67.1,48,71.5,47,26.3,4.2,54.3,,,,
1934-07-01,,,,,50.4,38.5,45.9,32.4,27.7,20.7,3.2,36.5,,,,
1934-08-01,,,,,77.2,63.3,78.8,41.1,19.5,18.4,6.2,28.3,,,,
1934-09-01,,,,,145.4,116,104.6,96.6,25.4,22.3,4.8,31.8,,,,
1934-10-01,,,,,70.5,52.7,38.6,39.5,28.5,26.1,3.2,43.6,,,,
1934-11-01,,,,,75.9,124.3,61.3,81.6,34,54.4,10.9,70,,,,
1934-12-01,,,,,74.5,45.4,55.7,68,33.6,50.1,13.3,95.1,,,,
1935-01-01,,,,,95.8,60,61.7,79.6,25.3,40.5,45.6,179.3,,,,
1935-02-01,,,,,24.6,35.7,66.4,50.7,23.5,33.7,43.3,107.8,,,,
1935-03-01,,,,,48.9,44.5,53.5,34.8,33,97.1,80.6,242,,,,
1935-04-01,,,,,40.8,36.4,41.9,44.4,87.8,74.1,18.9,232.6,,,,
1935-05-01,,,,,32.6,53.3,69.9,66.8,98.5,53.7,80.3,217.3,,,,
1935-06-01,,,,,91,105.2,71.7,101,62.2,46.9,10.2,122,,,,
1935-07-01,,,,,95.7,50.2,67.7,64.7,47.1,33.9,17.8,170.5,,,,
1935-08-01,,,,,80.1,71.3,89.9,41.3,35.7,27.4,28.9,80.7,,,,
1935-09-01,,,,,72.2,78.5,58.2,69.6,22.8,24.3,3.8,58.8,,,,
1935-10-01,,,,,78.9,49.6,45.2,53.3,30.1,28.1,3,59.9,,,,
1935-11-01,,,,,58.4,93.5,64.4,56.9,33.1,37.9,6.7,103.7,,,,
1935-12-01,,,,,62.3,44.9,51.8,61.5,25.2,34.9,24.2,129.3,,,,
1936-01-01,,,,,57,59.2,43.7,63.1,21.8,29.8,12.6,109.5,,,,
1936-02-01,,,,,47.6,56.6,61.9,66.2,18,28.6,89.1,94.8,,,,
1936-03-01,,,,,58.2,37.1,71.4,151.9,21.8,74.9,130.3,546.3,,,,
1936-04-01,,,,,45.2,49.9,60.5,62.7,66.8,85.3,41.4,426.2,,,,
1936-05-01,,,,,75,57.4,33.8,31.9,181.8,100.6,25.5,179,,,,
1936-06-01,,,,,39.3,46.9,58.6,42.3,53.5,38,4.3,65.3,,,,
1936-07-01,,,,,23.1,26.4,50.4,32.5,29.8,22.5,2.1,39.3,,,,
1936-08-01,,,,,87.4,97,50.6,53.9,21.8,20,1.2,32.4,,,,
1936-09-01,,,,,73.1,111.1,89.5,92.9,17.1,25.1,2.4,46.9,,,,
1936-10-01,,,,,45.7,91.4,74.9,80.1,15.3,32.4,5.3,95.4,,,,
1936-11-01,,,,,59.7,41.8,54.8,64.3,17.4,36.2,11.8,135.3,,,,
1936-12-01,,,,,61,63.5,51.2,73,14.7,36.1,8.6,125,,,,
1937-01-01,,,,,85.3,61.3,174.6,113.8,15.6,64,241.8,320.7,,,,
1937-02-01,,,,,76.3,56.4,46.7,58.4,12.7,50.1,92.9,186,,,,
1937-03-01,,,,,15.9,23.6,59.7,56.9,15.5,50.6,47.8,137.9,,,,
1937-04-01,,,,,59,97,151.8,89,84.6,113.5,121.1,372.2,,,,
1937-05-01,,,,,76.6,51.7,60.9,68.6,108.1,88.5,43.6,268.9,,,,
1937-06-01,,,,,29.7,69.4,163.1,84.7,58.2,42.8,86.5,125.1,,,,
1937-07-01,,,,,114.4,64.3,90,38.4,31.4,31.5,64.7,71.4,,,,
1937-08-01,,,,,78.7,55.4,70.8,66.8,28.4,29,20,64,,,,
1937-09-01,,,,,78.2,112.6,43,39.2,25.7,27.9,9.4,48,,,,
1937-10-01,,,,,80.7,75,93.5,114.5,32.3,35.2,17.9,75.4,,,,
1937-11-01,,,,,80.7,62.5,42.5,75.6,32.7,46.2,6.9,159.1,,,,
1937-12-01,,,,,70.4,47.4,76.3,58.4,26.4,41,36.3,148.4,,,,
1938-01-01,,,,,89.2,82.6,32.8,55.3,19.1,38.1,24.6,131.2,,,,
1938-02-01,,,,,34.2,76.4,113.3,85.7,16.3,88.9,114.5,276.4,,,,
1938-03-01,,,,,50.3,71.7,91,57.1,33.9,108,170.8,361,,,,
1938-04-01,,,,,96.2,40,53.6,50.1,114.6,152.2,143.1,249.9,,,,
1938-05-01,,,,,58.4,78.2,85.6,53.8,154.3,95.5,19.3,121.2,,,,
1938-06-01,,,,,105.4,82.1,81.5,47.4,87.1,56.1,27.3,67.5,,,,
1938-07-01,,,,,53.9,61.2,90.1,84,33.8,36,19.9,60,,,,
1938-08-01,,,,,87.2,106.2,59.1,83.3,24.3,33.4,15.2,58.9,,,,
1938-09-01,,,,,65.6,93.3,121.1,129.5,16.9,40.8,9.5,104.8,,,,
1938-10-01,,,,,50.8,32.7,33.8,15.7,17.3,36.3,3.6,78.5,,,,
1938-11-01,,,,,111.7,48,73.5,49.8,28.8,35.1,9.7,88.2,,,,
1938-12-01,,,,,69.2,66,47.1,48.8,18.5,37.2,14,126.9,,,,
1939-01-01,,,,,77.3,64.8,61.4,70.7,21.1,41.8,19,113.4,,,,
1939-02-01,,,,,87.6,65.9,100.2,90.1,16.4,45.3,133,136,,,,
1939-03-01,,,,,53.4,43.8,73.5,65.8,26.4,67.2,190.5,292.6,,,,
1939-04-01,,,,,39.2,62.3,92.1,71.7,91.3,113.4,123.6,391.6,,,,
1939-05-01,,,,,68.6,60.7,35.6,33.6,153.6,96.1,17.4,155.6,,,,
1939-06-01,,,,,134.1,93.2,89.4,49.4,83.5,68.9,26.2,67.8,,,,
1939-07-01,,,,,52.4,37.2,75.3,61.6,45.6,36.9,11.6,45.6,,,,
1939-08-01,,,,,88.3,97.5,42.6,71.2,27,32.2,6.5,37.1,,,,
1939-09-01,,,,,65.8,65.7,63.7,72.9,22.9,28.8,2.9,33.9,,,,
1939-10-01,,,,,60.1,73.8,68,52.4,27.2,30.8,6.4,43,,,,
1939-11-01,,,,,13,23.7,25.7,20,20.1,34.3,7.6,56.6,,,,
1939-12-01,,,,,29.8,36.9,36.5,62.3,17.4,31.8,12.8,86.2,,,,
1940-01-01,,,,,51.9,67.5,35.6,60.4,17.3,29.5,15.1,68.7,,,,
1940-02-01,,,,,26.6,31.5,55.2,65.8,14.4,27,46.1,66.8,,,,
1940-03-01,,,,,40.6,37.4,65.1,60.5,13.8,36.5,124.8,94.9,,,,
1940-04-01,,,,,50.3,51,78.1,70.6,45.8,72.4,176.4,597.3,,,,
1940-05-01,,,,,104.6,96.1,113.8,101,112.5,74.6,37.1,248.2,,,,
1940-06-01,,,,,117.9,98.3,102.2,82.5,74.6,68.2,58,133.5,,,,
1940-07-01,,,,,49.8,57.6,47.3,71.7,35.6,41.6,16.3,92,,,,
1940-08-01,,,,,64.1,124.3,131.4,38.4,21,35.2,7.8,46.7,,,,
1940-09-01,,,,,48.4,66.2,67.7,68.8,16.2,39.6,9.3,40.9,,,,
1940-10-01,,,,,49.9,66,51.6,40.9,14.7,33.4,6.8,43.9,,,,
1940-11-01,,,,,109.2,86.8,84.5,103.1,26,48.3,17,81.9,,,,
1940-12-01,,,,,42.6,58.7,98.5,89.8,24.9,59.7,75.4,165.4,,,,
1941-01-01,,,,,50.9,56.5,46,58,20.2,59.2,59.3,187.4,,,,
1941-02-01,,,,,48.1,39.2,25.4,52,17.9,42.2,32.5,113.8,,,,
1941-03-01,,,,,20.7,32.7,32.1,45.9,17.7,54.4,50,132.4,,,,
1941-04-01,,,,,82.6,59.3,39.2,24,124.3,109.3,56.2,339.6,,,,
1941-05-01,,,,,70.2,66.8,54.6,35,69.9,60.8,12.5,72.5,,,,
1941-06-01,,,,,79.8,42.2,66.4,39,48.1,33.8,23.8,42.1,,,,
1941-07-01,,,,,57.4,64.7,66.5,93.6,29.7,29,7.7,39.6,,,,
1941-08-01,,,,,113.9,80.2,80.9,78.4,21.8,24,4.4,37.9,,,,
1941-09-01,,,,,133.2,118.7,35.7,35.7,63.3,31.5,3.7,61.8,,,,
1941-10-01,,,,,101,147,98.5,99.4,87.8,63,9.6,58.7,,,,
1941-11-01,,,,,50.1,85.3,56,67.1,52.7,92.9,14.3,91.4,,,,
1941-12-01,,,,,48.7,56.9,47.7,70.1,40.5,66.6,22.5,119,,,,
1942-01-01,,,,,45.5,59.9,43.8,58.9,29.7,53.1,24.4,110.5,,,,
1942-02-01,,,,,26.2,30.7,76,76.2,20.2,43.2,110.2,81.1,,,,
1942-03-01,,,,,71.7,76.9,80,92.1,25.5,115,180.4,392.6,,,,
1942-04-01,,,,,42.6,36.4,63.4,54.8,90.6,117.9,134.9,347.1,,,,
1942-05-01,,,,,98.6,120.7,131.7,118.4,127.1,82.6,35.2,136.4,,,,
1942-06-01,,,,,46.8,72.4,74.8,45.5,49.6,70,31.3,87.7,,,,
1942-07-01,,,,,84,70.3,100.2,79,36.4,37.4,15.9,56.1,,,,
1942-08-01,,,,,79.8,50.6,78.1,38.1,29.6,35,25.6,53.2,,,,
1942-09-01,,,,,123.6,133,103.5,90.7,32.9,35.2,12.8,70.2,,,,
1942-10-01,,,,,101.1,62.4,93.5,70.8,46.7,43.8,16.7,89.9,,,,
1942-11-01,,,,,82.8,69.8,90.2,80.5,58.7,62.2,67.4,166.8,,,,
1942-12-01,,,,,58.9,90.2,83.8,117.9,34.9,54.1,100.6,158.8,,,,
1943-01-01,,,,,52.8,63.3,47.8,54.6,27.5,59.3,91,266.9,,,,
1943-02-01,,,,,42.4,54.9,44.5,56.6,24.3,66.7,99,212.1,,,,
1943-03-01,,,,,46.8,78.8,64.9,73.4,29.1,100.6,135.2,359.6,,,,
1943-04-01,,,,,46.9,61,100.3,83.9,84.6,116.3,62.2,322.9,,,,
1943-05-01,,,,,91.9,101.9,144.9,138.8,111,137.9,258.5,523.5,,,,
1943-06-01,,,,,159.2,102.8,68,70.5,126,121.9,86.3,195.7,,,,
1943-07-01,,,,,43,71,110.3,75.1,47.3,55.3,78.7,74.4,,,,
1943-08-01,,,,,79.8,83.4,64.9,91.6,37.7,38.4,19.3,68.5,,,,
1943-09-01,,,,,44.3,50.8,61.7,50.7,27.9,45.1,16.2,57.6,,,,
1943-10-01,,,,,62.1,51.4,76.2,111.1,26.9,33.3,11,69.2,,,,
1943-11-01,,,,,69.4,86.4,47.4,55.9,29.1,45.5,22.7,149.6,,,,
1943-12-01,,,,,39.4,33,27.5,23.4,22.3,37.6,12.4,101.1,,,,
1944-01-01,,,,,29.3,31.4,30.4,29,21.8,34.8,15.2,94.1,,,,
1944-02-01,,,,,41.1,44.8,60.2,60.4,20.9,41.6,47.7,101.5,,,,
1944-03-01,,,,,68.1,72.2,77.9,66.4,22.4,64.8,137.7,198.1,,,,
1944-04-01,,,,,34.6,55.2,105.5,94.2,74.6,84.5,187.5,351.3,,,,
1944-05-01,,,,,86.5,55.6,82,65.3,133.6,85.8,69.3,249.4,,,,
1944-06-01,,,,,152.2,103,78,93.9,117.7,50.1,33.8,103.8,,,,
1944-07-01,,,,,104.4,74.5,38.1,67.6,49.5,30.8,6.1,66.3,,,,
1944-08-01,,,,,94.8,54.4,74.8,57.5,47,25.7,4.5,41.5,,,,
1944-09-01,,,,,75.4,109.1,79.1,68.5,37.8,25.9,4.4,39.4,,,,
1944-10-01,,,,,31.6,36.1,44.3,29.5,35.3,29.8,5.1,44.1,,,,
1944-11-01,,,,,86.4,76.9,60.5,56.3,34.5,33.5,8.2,46.9,,,,
1944-12-01,,,,,58.5,56.6,64.6,97.3,28.3,34.5,10.2,81.9,,,,
1945-01-01,,,,,53.9,47.2,49,54.6,24.4,30,10.5,100.7,,,,
1945-02-01,,,,,63.8,49.1,56.9,59.9,21.4,30.2,75.4,134.3,,,,
1945-03-01,,,,,44.4,42.2,105.6,76.1,86.2,76.4,169,541.7,,,,
1945-04-01,,,,,86.9,81.4,81.7,95.7,124.4,85.3,98.1,258.7,,,,
1945-05-01,,,,,54.4,131.8,105.1,122.1,64.5,95,126.5,294.8,,,,
1945-06-01,,,,,76.9,95.6,122.6,74,66.3,100.2,66.9,146.7,,,,
1945-07-01,,,,,66,57.8,69.4,121.7,41.5,39.8,20.2,101,,,,
1945-08-01,,,,,99.9,78.1,73.6,55.8,30.7,30.4,9.5,54.7,,,,
1945-09-01,,,,,84.2,124.3,163.7,151.4,30.2,35.3,14,93.1,,,,
1945-10-01,,,,,39.8,72.2,126.3,104.2,26.6,54.8,72.8,251.6,,,,
1945-11-01,,,,,89.2,79,62.3,96.2,47.4,66.7,36.4,199.6,,,,
1945-12-01,,,,,58.7,57.5,52,49.7,30.1,47.5,51.2,230,,,,
1946-01-01,,,,,69.5,73.7,29,44.3,30.5,70.9,80.5,237.6,,,,
1946-02-01,,,,,57,45.9,54.6,60.9,26,48.4,56.2,130.3,,,,
1946-03-01,,,,,29.6,42.9,65.6,28.5,64.5,148.7,116.4,357.6,,,,
1946-04-01,,,,,38,22.7,23.7,31.1,76.3,65.7,17,106.4,,,,
1946-05-01,,,,,68.5,80.3,137.9,86.9,67,53.1,53.6,123.1,,,,
1946-06-01,,,,,76.3,73.9,109.6,56.4,71.5,53.2,98.1,107.6,,,,
1946-07-01,,,,,39.6,36.7,62.9,56.8,40.4,35,16.3,58.5,,,,
1946-08-01,,,,,74.1,55,53.9,56.3,27.9,26.4,7.5,45.9,,,,
1946-09-01,,,,,109.8,63.5,35.6,74.9,29.2,24.9,5.2,38.4,,,,
1946-10-01,,,,,91.1,43.6,86.6,101.2,51.7,25.7,7.7,87,,,,
1946-11-01,,,,,74.4,62.8,61.2,69.9,55.6,33.8,14.8,125.4,,,,
1946-12-01,,,,,60.9,80.4,68.8,78.5,39.6,40.3,30.8,146.5,,,,
1947-01-01,,,,,40.9,61.2,99.8,111.9,32.5,43.1,104.7,223,,,,
1947-02-01,,,,,53.9,44.7,24.6,38.5,26.1,39,48.6,188.9,,,,
1947-03-01,,,,,23.2,46.3,61.7,85.1,27.2,63,93.3,289.2,,,,
1947-04-01,,,,,87.8,104.4,140.2,78.6,82.2,172.1,219.2,550.8,,,,
1947-05-01,,,,,73.6,119.1,134.1,113.2,150.5,149,158.4,347.1,,,,
1947-06-01,,,,,114.6,70.1,105.5,117.8,142.8,120.8,150.8,317.7,,,,
1947-07-01,,,,,39,81.3,87.4,148.6,46.3,45.9,24.6,136.7,,,,
1947-08-01,,,,,59.9,42.7,87.7,49.1,29.1,31.6,15.1,81.2,,,,
1947-09-01,,,,,78.7,106.9,81.3,68.1,26.8,32.6,23.1,52.7,,,,
1947-10-01,,,,,17.9,26.3,29.2,20.2,23.6,29.9,12,41.7,,,,
1947-11-01,,,,,86.4,72.6,72.6,67.9,21.6,32.4,22.5,67.8,,,,
1947-12-01,,,,,47,39.9,55,60.3,18.6,42.3,44.3,113.9,,,,
1948-01-01,,,,,67.8,53.6,43.8,55.7,19.5,35.1,56,69,,,,
1948-02-01,,,,,37.1,46.9,63.2,65.5,18.7,40.5,101.2,143.8,,,,
1948-03-01,,,,,47.2,89.1,113,85.6,26.1,127.3,244.5,439.1,,,,
1948-04-01,,,,,90.7,68.2,78.7,68.9,131.3,105.7,105,273.3,,,,
1948-05-01,,,,,21.3,67.2,104.2,80.6,74.8,82.3,105.5,201.3,,,,
1948-06-01,,,,,52.1,65.6,116.9,70.9,28.4,35.8,24.3,95.1,,,,
1948-07-01,,,,,75.2,55.7,63,47,24.8,29.8,53.7,58.6,,,,
1948-08-01,,,,,65.3,35.4,65.7,40.2,24.6,24.9,37.7,50.6,,,,
1948-09-01,,,,,24.8,40.1,44.5,33.1,20.9,20.3,24.9,37,,,,
1948-10-01,,,,,39.5,41.4,80.6,83.8,18.9,20.3,24,47.3,,,,
1948-11-01,,,,,108.8,99.6,94.7,89.3,23.2,31.7,54,87.9,,,,
1948-12-01,,,,,69.8,51.1,56.6,56.7,24.8,36,89.8,86.8,,,,
1949-01-01,,,,,73.8,76.4,80.4,72.9,22.4,50.1,236.8,211.2,,,,
1949-02-01,,,,,48.7,59.2,61.9,67,20.7,61,278,243.6,,,,
1949-03-01,,,,,56.6,52.1,68.5,42.2,24.4,72.5,167.5,249.4,,,,
1949-04-01,,,,,15.2,41.5,59.6,70.5,75.5,90,120.8,237.7,,,,
1949-05-01,,,,,76.5,54.1,80.1,39.3,96.3,55.1,81.4,103.6,,,,
1949-06-01,,,,,101.1,89.5,47,23.7,37.2,41.7,39.7,41.4,,,,
1949-07-01,,,,,120.3,83.2,86.4,51.7,51.4,38.1,31,32.9,,,,
1949-08-01,,,,,50.6,47.8,81.9,56.3,24.8,27.3,21.7,33.3,,,,
1949-09-01,,,,,83.6,64.5,83.6,86.7,21.3,25.1,25.9,48.2,,,,
1949-10-01,,,,,95.9,49.7,40,37.4,35.9,28.8,26.8,52.2,,,,
1949-11-01,,,,,78.7,60.1,75.2,80,32.3,27.3,26.4,62.1,,,,
1949-12-01,,,,,47.2,86.4,82.9,93,25.4,53.7,148.7,153.6,,,,
1950-01-01,128.2,90.8,38.5,101.3,98.5,89.6,149.2,101.9,24.9,78.1,472.8,227.2,-4.8,76.9,583.5,227.8
1950-02-01,49.4,53,38.9,84.4,41.2,60.7,105.1,84.1,23.2,53.7,267.6,121.1,15,61.4,333.8,120.8
1950-03-01,38,40.3,30.5,54.2,51.5,67.5,90.5,74.7,25.8,100.1,406.3,296.1,39.3,127.3,466.2,316.6
1950-04-01,25.4,19.8,14.1,25.4,76.1,82.5,96.6,55.2,68.7,151.9,307.6,417.1,119.4,214.7,390.2,446.9
1950-05-01,-0.5,-1.8,7,-1.5,86.9,34.3,42.7,50.9,249.1,100.4,89,122.3,336.5,136.5,124.7,174.7
1950-06-01,-4.9,-4.8,49.8,16.7,97.1,82.9,69.2,62,88.4,49.8,57.7,79.1,190.4,137.5,77,124.4
1950-07-01,-5.3,3.1,73.9,38.6,82.5,93.3,100.1,75.8,70.6,37.7,40.9,49.4,158.4,127.9,67.1,86.6
1950-08-01,1.7,37.2,113.5,59,82.6,76.1,71.8,98.7,48.3,30.4,29.9,39.5,129.2,69.3,-11.8,79.3
1950-09-01,24.1,46.2,152,86.5,56.7,66.5,88.5,47.5,35,32.6,49.5,56.6,67.6,52.9,-14.1,17.7
